"Function Key: TXT = article text; HL = headline; BL = byline; PH = photo caption/information; ME = meta directives outside of an article; NA = unintelligible; NP = nameplate; PI = publication information; B = blank; AT = advertisement text; MH = masthead; BQT = block quote text; BQA = block quote attribution; CN = comic strip title; CT = comic strip text",,,,,,,
"LINE","PAGE # TEXT IS ON (1 for front page, 0 if unintelligable)","ARTICLE NUMBER (use 0 if outside of text of any article/letter)","FUNCTION (see key above)","PARAGRAPH NUMBER (start with the first content paragraph, 0 if not part of the main text)","JUMP (if line contains a ""jump to"" directive, it's the page target. If it's a ""jumped from"" directive then the negative (-) of the soure page. otherwise 0)","AD #. If line is part of advertisement, it is the number of the ad. Start from top left column. 0 otherwise.","SCANNED TEXT"
252,0,0,"NA",0,0,0,"                                                                                            w.f. <"
253,6,0,"OT",0,0,0,"                                                                                     THANK YOU POR JUST •UNO YOU!"
254,6,0,"OT",0,0,0,"LOVEYA."
255,6,0,"OT",0,0,0,"•Y VALENTINES DAY TO Spaa frlondo; Carrie, MtOoioi. Monoda, Ellaan and Bocky. Low Gar."
256,6,0,"OT",0,0,0,". CAROL J: FROM ANDY B MY LOVE IS YOURS, NOW AND ALWAYS - HAP"
257,6,0,"OT",0,0,0,"TO MY SAY,"
258,0,0,"B",0,0,0,
259,0,0,"B",0,0,0,
260,6,0,"OT",0,0,0,"thou midnight park. Lot's go soonl Luv, Cheyenne"
261,6,0,"OT",0,0,0,"                                                                                              RICH: Happy ValanllnM Day my swootl You'to a fantastic husband - and a groat lovor BH"
262,6,0,"OT",0,0,0,"MARGIE: To my favorite room-matal Haw a aupor Vatantlnw Doyl Thanks for being such a great mom! Luv ya Kara In I Lin-"
263,6,0,"OT",0,0,0,"                                                                                      MEAN MIKE LOVES ALL CAL POLY WOMEN"
264,6,0,"OT",0,0,0,"TOMORROW NfTE AT DARK Room am Rod, VIoMs am Blue, RM.                      I onloyod tho Audio Visual"
265,6,0,"OT",0,0,0,"OIIINPlB I LOVE YOU     ,teom *00'  ° .J° W*F'L tKln"
266,6,0,"OT",0,0,0,"WNJN.V1 HAPPY 1st WILL U          W P M"
267,6,0,"OT",0,0,0,"BE MBtCT LOVE YOU FLAPPER"
268,6,0,"OT",0,0,0,"DEAR BABE,              Drnpon Maalar- Today and"
269,6,0,"OT",0,0,0,"HAfthf VALENTINE'S DAY  Ewry Doy, Youro Ihs only M"
270,6,0,"OT",0,0,0,"      888 DAYS TODAY     mat can lama Mo boaoL IH"
271,6,0,"OT",0,0,0,"  LOVE, HUGS, 6 SMOOCHES     low you Always. PeR"
272,6,0,"OT",0,0,0,"TO MY PAL CAL HAPPY VALENTINES DAY. YOURE MV TEDOY BEAR LOVE YA. YOUR DOLLY HOLLY. WHAT’S SHAKING BIG GUY."
273,6,0,"OT",0,0,0,"                                                                                          OAVE"
274,6,0,"OT",0,0,0,"                                                                                 THANKS POR 'BEARING” WITH MB... YOUR THE BEST! HAPPY VALENTINES DAYI LOVE Y A THE ""MACHINE"""
275,6,0,"OT",0,0,0,"DEARPOOPSKUMS."
276,6,0,"OT",0,0,0,"WOROSCAN’T DESCRIBE THE LOVK.PROM YOUR LIFER."
277,6,0,"OT",0,0,0,"                                                                                          MIKEY BABY,"
278,6,0,"OT",0,0,0,"                                                                                   YOUR A PRETTY KILLER DUDE HAPPY VALENTINES DAYI LOVEYA EVIL WOMAN"
279,6,0,"OT",0,0,0,"                                                                                  ‘WENDY YOU AREMY DARLA* MY LOVE FOREVER! II * YOU PA8SIONATE SPANKY*"
280,6,0,"OT",0,0,0,"                                                                                                     Happy Vatantlnw Day SPANKY"
281,6,0,"OT",0,0,0,"Low Always, Your LHtla DARLA"
282,6,0,"OT",0,0,0,"                                                                                       WONDERFULLY WIERO WATSON:"
283,6,0,"OT",0,0,0,"I uaad to think our low wm Ilka a roUorcoaalar rid a- SPONTANEOUS, EXCITING WILD-WON, now I foal Ilka wa'ia on a"
284,6,0,"OT",0,0,0,"                                                                                   DESIREE LEE MARY WESLYN YOUR BEHAVIOR 8ATRUDAY NIGHT TOOK US BY SURPRISE."
285,6,0,"OT",0,0,0,"                                                                                     LETS BE CAREFUL OUT THERE"
286,6,0,"OT",0,0,0,"                                                                                    HAPPY VALENTINES DAY THENERDS"
287,6,0,"OT",0,0,0,"H.N."
288,6,0,"OT",0,0,0,"YOU'RE MY LITTLE PIECE OF HEAVEN. CAN I KEEP YOU7 LOTS OP LOVE, YOUR BEST TIGER, YOU WILL ALWAYS BE FRIEND                       M MY HEART MINNIE"
289,6,0,"OT",0,0,0,"Sharrla ""Toddy Boar"" Murray I want to skrayou BIG kwln’a for Volant! rtw Day! youro -R."
290,6,0,"OT",0,0,0,"                                                                                                     ZEEBOP,"
291,6,0,"OT",0,0,0,"                                                                                                Happy Vatantlnw Day ILOVEYOU! ZEEB"
292,6,0,"OT",0,0,0,"Hops your doctor ghrw you a Me wlentlna’s Mm. Just Ilka yourdiaam. LowLo"
293,6,0,"OT",0,0,0,"                                                                                             TD RIIRRFRS"
294,6,0,"OT",0,0,0,"                                                                                        HAPPY VALENTINES DAY I LOVE YOU, PUP"
295,6,0,"OT",0,0,0,"Two yaaro, yat H aaama Ilka only yesterday."
296,6,0,"OT",0,0,0,"Happy Annlwroary Swaathaan ,              Your Two Lady"
297,6,0,"OT",0,0,0,"                                                                                  ‘OMEGA WOW*"
298,6,0,"OT",0,0,0,"Too bad you nowr sold ma bacauM now you'ra stuck w/ mat Low Yal Happy V-Dayl (Sm Mars you DO haw a valan-tlnal) *KC*"
299,6,0,"OT",0,0,0,"Barbs; Thla year I ramombarad"
300,6,0,"OT",0,0,0,"Mlchaol- Wa'va shared smHM and tsars, triumphs and falls. Wo'rs bast friends. I low you I"
301,6,0,"OT",0,0,0,"                                                                                            8CHNNOGIES,"
302,6,0,"OT",0,0,0,"                                                                                      1 om m etod that you art Hying here nowl Hope you haw a HAPPY VLAENTINE8 DAYIII ILOVEYOU"
303,6,0,"OT",0,0,0,"Low AJwaya T Jeer 6 Taddsts"
304,6,0,"OT",0,0,0,"LASH LESS. KELLY, JACKIE, GEORGE, QIO. STEVE, MATT, CUBEN, JEFF, NANCY, MARJORIE. AND PAT HAPPY V-DAY."
305,6,0,"OT",0,0,0,"  HERES TO TH» WEEKENOI LOVEYA ALL DAWN      _"
306,6,0,"OT",0,0,0,"                                                                                                                 LOLA,"
307,6,0,"OT",0,0,0,"                                                                                                      You can ba my Valentines if you want to —ILOVEYOU. YOUR WOW COUNSELOR"
308,6,0,"OT",0,0,0,"                                                                               TO POOKJE BEAR: YOU’RE THE CAT8 MEOW! XOXOX"
309,6,0,"OT",0,0,0,"                                                                               YOUR RED-SU8PENDERED GAL"
310,6,0,"OT",0,0,0,"                                                                                 HEY BUNS— CAN I TIE YOU UP? -SKiDDER"
311,6,0,"OT",0,0,0,"MARI BETH"
312,6,0,"OT",0,0,0,"                                                                                                                                                                                     ILOVEYOU)"
313,6,0,"OT",0,0,0,"                                                                                           HAPPY VALENTINES DAY DOTTIE"
314,6,0,"OT",0,0,0,"FIX THE DITTO, TYPE THE"
315,6,0,"OT",0,0,0,"SHELLEY, I'll low you always 6 rl PS Don’t for 4th. Low yal I"
316,6,0,"OT",0,0,0,"forewrl PS Don’t forgot August ralRIch"
317,6,0,"OT",0,0,0,"                                                                                                                                                                             and my low for you will nawr MAILING LIST, XEROX THE ba surrendered — Luvbudz SCHEDULE, AND I NEED IT ALL"
318,6,0,"OT",0,0,0,"                                                                                 LAST WEEK! 11 THANKS FOR EVERYTHING,"
319,6,0,"OT",0,0,0,"                                                                                      XOXO COACH H"
320,6,0,"OT",0,0,0,"                                                                                                                                                                                                        I To my GLINKY, Biking, Night Photographs, Badger SM Trips"
321,6,0,"OT",0,0,0,"8 All Your Laughs. Will you BE .....-------^ ,GOFB»,"
322,6,0,"OT",0,0,0,"MINE? LOVE YA,<"
323,6,0,"OT",0,0,0,"                                                                                    HEY TWITCHER: YOU STILL HAVE THE C.P. IN TOWN. HAP PY V.O. I LOVE YOU. SMUT MOUTH"
324,7,0,"OT",0,0,0,"MARK"
325,7,0,"OT",0,0,0,"I LOVE YOU FOREVER"
326,7,0,"OT",0,0,0,"ALWAYS REMEMBER THAT ROB"
327,7,0,"OT",0,0,0,"                                                                                 DEAR LINDA, REGINA, JEAN, STEPH AND SUZI-THE SG'S!"
328,7,0,"OT",0,0,0,"                                                                                HAVEATERRIFICLY FUN VALENTINES DAY I YOU’RE"
329,7,0,"OT",0,0,0,"HAPPY VALENTINE'S DAY, CURLY. LOVE YOU LOT8, STRINGY"
330,7,0,"OT",0,0,0,"HEY MADONNA MULTITUDE, THIS ONES FOR YOU) LOVE. NANFRED"
331,7,0,"OT",0,0,0,"KIRBY(ALIA8:  MY TEDBY"
332,7,0,"OT",0,0,0,"BEAR)"
333,7,0,"OT",0,0,0,"                                                                                                    BESTEST! LOVE, YOUR SOME TIMES SILLY LEADER..."
334,7,0,"OT",0,0,0,"I LOVE YOU"
335,7,0,"OT",0,0,0,"FOREVER"
336,7,0,"OT",0,0,0,"SKIP"
337,7,0,"OT",0,0,0,"MOLESTER,"
338,7,0,"OT",0,0,0,"I HOPE WE WILL ALWAYS BE BEST FRIENDS. I LOVE YOU."
339,7,0,"OT",0,0,0,"                                                                                                                                                                                        MOLESTEE"
340,7,0,"OT",0,0,0,"                                                                                           T.W. t FRITZ ICH LIEBEDICH"
341,7,0,"OT",0,0,0,"                                                                                         SHOOTER I LOVEYOU, LOVE."
342,7,0,"OT",0,0,0,"GW TRIGGER"
343,7,0,"OT",0,0,0,"HOLD MY HEART STAY WITH ME LET LOVING 8TART’"
344,7,0,"OT",0,0,0,"HAPPY VALENTINES DAY"
345,7,0,"OT",0,0,0,"BABY! I LOVE YOU TOTALLYI [*?*         A WIMPV"
346,7,0,"OT",0,0,0,"HAPPY VALENTINES DAY LUVSYA HOLLY"
347,7,0,"OT",0,0,0,"          TOO!             HOPE HAYES: Happy Birth-"
348,7,0,"OT",0,0,0,"                         day)"
349,7,0,"OT",0,0,0,"                         Will I aaa you at tha wadding? MARSH. ..IF YOU SET UP Have * great day! Love K"
350,7,0,"OT",0,0,0,"YOUR TENT A POLE FOR ME."
351,7,0,"OT",0,0,0,"          TtL **'        - LITTLE DEBBIE Y."
352,7,0,"OT",0,0,0,"BE YOUR VALENTINE Thank* lor tha good time*. 2 FOREVER                                  “"
353,7,0,"OT",0,0,0,"DEAR EILEEN. GET WELL SOON I Love, Steve, Virginia, Scott, Dave, Terri, Johh, Connie, Gael, Jim, George, Patti, Roaamary, Lauren."
354,7,0,"OT",0,0,0,"yeara and counting. Together,"
355,7,0,"OT",0,0,0,"alwaya. Love y a."
356,7,0,"OT",0,0,0,"only He can aee. My future look* promlalng becauae you BIONIC are In It Keep looking toward*  MARSHAL"
357,7,0,"OT",0,0,0,"S«pt M                    YOU READY"
358,7,0,"OT",0,0,0,"             I Love You, Deb        ""HAF"
359,7,0,"OT",0,0,0,"                           EARNED BIR1 LCB                                 BEN"
360,7,0,"OT",0,0,0,"            ILY"
361,7,0,"OT",0,0,0,"LOVE DUTCH ACE"
362,7,0,"OT",0,0,0,"                                                                                                                MIKE,"
363,7,0,"OT",0,0,0,"                                                                                                    2gether lever- Juat you, me and atutfl 3 heart* boat aa one. Ya gotta love Itl Happy Valenti nee Day 11 Love alwaya, Marta"
364,7,0,"OT",0,0,0,"STACY The Girl who le Ex cellenm. HAPPY VDAY love y a, Bear ^"
365,7,0,"OT",0,0,0,"PAUL J.-f LOVE YOUII HAVE A WONCSRFHL FEB. 1021"
366,7,0,"OT",0,0,0,"ALWAYS AND FtytEVER GMB"
367,7,0,"OT",0,0,0,"Roy Non Richard-Happy V-Dayl Keep the atrlateo branched muaclee contracting and happy!"
368,7,0,"OT",0,0,0,"Love Herman * dlaectota"
369,7,0,"OT",0,0,0,"                                                                                                               CARM-TDA, Ya know It, ya kiv It go around? picnic anyone? Sue-Ilka hi 11*11 put It In a aongaletort"
370,7,0,"OT",0,0,0,"                                                                                                               Lorralne-Knlttlng, spades... Happy V-Dayl Luv yal Gueaa"
371,7,0,"OT",0,0,0,"                                                                                                 KEVIN"
372,7,0,"OT",0,0,0,"                                                                                          YOU LIGHT UP MY LIFE LOVE, CHER)"
373,7,0,"OT",0,0,0,"                                                                                                        KEVIN"
374,7,0,"OT",0,0,0,"                                                                                                You're the boot thing that over happened to mo— r« ao glad I married you I Love you,"
375,7,0,"OT",0,0,0,"                                                                                                         Glnl"
376,7,0,"OT",0,0,0,"                                                                                      KEVIN"
377,7,0,"OT",0,0,0,"                                                                               OXOXOXOXOXOXOXOXOX LOVE YOU. CHERI"
378,7,0,"OT",0,0,0,"                                                                                     GEORGE OF THE JUNGLE CANT WAIT FOR THE DIN-NERII"
379,7,0,"OT",0,0,0,"                                                                                           IF YOU “NOSE"""
380,7,0,"OT",0,0,0,"                                                                                           WHAT I MEAN...."
381,7,0,"OT",0,0,0,"                                                                                       HAPPY VALENTINES DAY-LUV WAD"
382,7,0,"OT",0,0,0,"MIS8 ELSIE,"
383,7,0,"OT",0,0,0,"SHINE and. I FOREVER I"
384,7,0,"OT",0,0,0,"                                                                           KEVIN, HOW SWEET IT 18 TO BE LOVED BY YOU LOVE, CHERI XOXOXOXO"
385,7,0,"OT",0,0,0,"HAPPY VALENTINES DAYI JtGAN DAVID L. PORTER BE SEEING YOU SOON EAT YOUR VEGGIES LOVE HOLLY IN SLO CA 93403 I LOVE YOU"
386,7,0,"OT",0,0,0,"I LOVE YOU, SILLY SALLVI BE MY VALENTINE ALWAYSII FOREVER YOURS, SILLY BILLY TO MY KING GARB,"
387,7,0,"OT",0,0,0,"I LOVE YOU ALWAYS HAPPY VALENTINES DAY YOU PUNK"
388,7,0,"OT",0,0,0,"                                                                                         Dear Denia L."
389,7,0,"OT",0,0,0,"                                                                                    Thank you for being my year round VALENTIN E I LOVE YOU,"
390,7,0,"OT",0,0,0,"                                                                                            YOUR"
391,7,0,"OT",0,0,0,"                                                                                        FLOWER GIRL."
392,7,0,"OT",0,0,0,"                                                                                        HEY MACHO!"
393,7,0,"OT",0,0,0,"                                                                                        I LOVE YOU"
394,7,0,"OT",0,0,0,"SPOILED ROTTEN BRAT"
395,7,0,"OT",0,0,0,"                                                                                     MUPPET, YOU ARE CORDIAL LY"
396,7,0,"OT",0,0,0,"                                                                                       INVITED TO GO SET THE PARKING BRAKE WITH ME DERELICT"
397,7,0,"OT",0,0,0,"                                                                                  HAPPY VALENTINES DAY DEB-JO! LOVE.J.B."
398,7,0,"OT",0,0,0,"Dear Muah-Pei Happy 2 Yeara! Thanka for being the beet, beat friend. Love Ya, Your Little Steel"
399,7,0,"OT",0,0,0,"          Cmaai Daa OWBorrSB,"
400,7,0,"OT",0,0,0,"  The Lord really bteaeed me. when He brought you Into my life. Happy Valentinee Day Handaomel Love, your Honey"
401,7,0,"OT",0,0,0,"     DEARMARCOR., WONT YOU BE MY GENUINE ITALIAN VALENTINE? FROM. THE ITALIAN LOVER. A"
402,7,0,"OT",0,0,0,"TENAYA PENTHOUSE: HAPPY VD!"
403,7,0,"OT",0,0,0,"MJM, Keith, A Brent- Will you be my valentinee???"
404,7,0,"OT",0,0,0,"                                                                                                  DR. K,"
405,7,0,"OT",0,0,0,"                                                                                        HAVE ANY TESTS COME UP? I’LL HELP YOU WITH THEM. Maybe even Improve your garnet"
406,7,0,"OT",0,0,0,"   HAPPY VALENTINES DAY"
407,7,0,"OT",0,0,0,"                                                                                                    To my favorite Independent Taurue Happy Valentinee Day I See you lonltel Love, an opinionated Virgo"
408,7,0,"OT",0,0,0,"                               TO THE ALPHA SIGMA BROTHERS: YOU ARE OUR SWEETHEARTS. LOVE YOUR LITTLE SISTERS."
409,7,0,"OT",0,0,0,"                               Alex,"
410,7,0,"OT",0,0,0,"                               Huge and Klaaee Valentine. Here’a to many morel! XOXO Love you alwaya, Tracy (P.8.)"
411,7,0,"OT",0,0,0,"                                                                                                                                                                      KM, Thanx for 2 fantaatlc yra. HAPPY V-OAY TO MY GREAT From wHaflowera to wine, we AEPI FAMILY:RT GRIN, WAD, did It all. Your Val alwaya, OS CALAMITY, ANGELFISH,"
412,7,0,"OT",0,0,0,"                               QUICHE HOOTER HONEY AND"
413,7,0,"OT",0,0,0,"An ode to that great homeland of oure... RAAIINEER. Thanka for the amllel Oh quack, wonder* never ceaae. Happy Valentinee Day!"
414,7,0,"OT",0,0,0,"I LOVE YOU."
415,7,0,"OT",0,0,0,"RAGDOQ • ROSES ARE RED. VIOLETS ARE BLUE, BAILEY AND I BOTH LOVE YOU! LOVE AT THE RANCH, 8U ME BUCKET"
416,7,0,"OT",0,0,0,"                                                                                          AND INDIVIDUAL GOALS WILL ONLY MAKE OUR BONO STRONGER. FOREVER YOURS"
417,7,0,"OT",0,0,0,"                                                                                        To my III* ele ""JONNA MADONNA"
418,7,0,"OT",0,0,0,"Hope your valentinee day If fuH of"
419,7,0,"OT",0,0,0,"                                                                                     NANCYLYNN"
420,7,0,"OT",0,0,0,"WILL YOU BE MY VALENTINE? YOU KNOW I’M YOURSI! LETS MAKE IT 15 MOS. X 100! 11 MY LOVE ALWAYS BRYAN DOUGLAS"
421,7,0,"OT",0,0,0,"                                                                             TO MY SWEETHEART BRAD BE MY VALENTINE TODAY AND FOREVER I THANKS FOR ALL YOUR LOVE AND UNDERSTANDING YOU HAVE MADE MY LIFE VERY JOYFULLI LOVE VICKIE"
422,7,0,"OT",0,0,0,"OTIS QAY '.&K. BUNNY"
423,7,0,"OT",0,0,0,"                                                                            HAPPY VALENTINES DAY PSEK"
424,7,0,"OT",0,0,0,"                                                                             YOUR ALWAYS ON MY MIND LOVE YOUR HONEY."
425,7,0,"OT",0,0,0,"    Llea, T-Bear, Zannie J J You're the greateat roommate* HAPPY VALENTINE’S DAY Love. Chetle A"
426,7,0,"OT",0,0,0,"                                                                            MY EYE8 ARE BLUE YOU'RE MARRYING ME AND I LOVE YOU LOVECHUCK"
427,7,0,"OT",0,0,0,"                                                                             HAPPY VALENTINES DAY] ANDER BEAR... I LOVE YOU MORE THAN FETTUCINI!"
428,7,0,"OT",0,0,0,"                                                                                                                  Suzanne"
429,7,0,"OT",0,0,0,"                                                                                                       We're laughin Ilka children and living like lover* and of course Elton, you, and I know about thunder."
430,7,0,"OT",0,0,0,"                                                                                                             Be mine, “Valentine”"
431,7,0,"OT",0,0,0,"                                                                                                                    Love,"
432,7,0,"OT",0,0,0,"                                                                                                                      Hey Fillet, ."
433,7,0,"OT",0,0,0,"                                                                                                            I’m hooked for 6 more months untH I get a bltol Have a super Valentines Day!"
434,7,0,"OT",0,0,0,"                                                                                                                        Seaya,"
435,7,0,"OT",0,0,0,"                                                                                                                        FlahFry"
436,7,0,"OT",0,0,0,"                                                                                                              ANDRE, KEN, AND IVAN— We would Ilka to wish three very special guys a Happy Valentines Day"
437,7,0,"OT",0,0,0,"                                                                                                                 Love, Jullann, Lisa A Mag"
438,7,0,"OT",0,0,0,"                                                                                        HAPPY VALENTINE'S DAY TO THE BROTHERS Of DELTA TAU! WE LOVE YOU, YOUR LITTLE SISTERS! I"
439,7,0,"OT",0,0,0,"COOKIE, IBI LIBOVE YIBOU VIBERY MIBUCHI HAPPY VALENTINES DAY! PRINCESS"
440,7,0,"OT",0,0,0,"   SHELLfTA YOU MADE VALENTINES DAY VERY SPECIAL. I MISS YOU BR.M"
441,7,0,"OT",0,0,0,"                                                                                                     YIB& Do you etHI Hke Pina Col-adaa? Whan can I meet you at mklnlte? Soon I hope! E.V."
442,7,0,"OT",0,0,0,"                                                                                                The three girls on rancho would Ilka to wish Buzzer and Hugert a Happy V.D."
443,7,0,"OT",0,0,0,"                                                                     TO MY BUDDY GREGGORY— You’re my 1 and only valentine I LOVE YOU! ELIZABETH"
444,7,0,"OT",0,0,0,"                                                                               MR. WONDERFUL!! (STEPHEN) HAPPY VALENTINES DAYI I LOVE YOU I-M.B."
445,7,0,"OT",0,0,0,"                                                                                          DUKE-"
446,7,0,"OT",0,0,0,"                                                                                  Thanks for the memories I Oodles A gobs, DUTCHESS"
447,7,0,"OT",0,0,0,"                                                                                         TEDDYBEAR,"
448,7,0,"OT",0,0,0,"HAPPY VALENTINES DAYI! 5 MONTHS A STILL GOING STRONG. I LOVE YOUI WENDY"
449,7,0,"OT",0,0,0,"                                                                                                             TO THAT SLIMY N.R."
450,7,0,"OT",0,0,0,"   My heart fa with you today! l am glad W see your fees back In SLO! *"
451,7,0,"OT",0,0,0,"                                                                                                          Here I* to friend* forever Love your favorite “TOOTS”"
452,7,0,"OT",0,0,0,"                                                                                            GIOVANNI"
453,7,0,"OT",0,0,0,"                                                                                      143 ON THIS SPECIAL DAY MY HELL"
454,7,0,"OT",0,0,0,"                                                                        BECKY MY SWEETHEART-HAPPY VALENTINE! Thank You for being so thoughtful In this 4 long but precious yr*."
455,7,0,"OT",0,0,0,"                                                                                                         D From exacts*, double cheese, Lionel, Vegaa or the rock to Sunday Brunch, you made them my beat tknee. AH my loue, M"
456,7,0,"OT",0,0,0,"MY CHERIE AMOUR, YOU’RE"
457,7,0,"OT",0,0,0,"                                                                                                                  wish that you were mine. Roses are Rad, Violets are Blue, be my valentine, cause I Love You."
458,7,0,"OT",0,0,0,"LOVE ALWAYS, DAVE"
459,7,0,"OT",0,0,0,"    8PSPSPSPSPSP WOW! TWO SPECIAL DAYS IN ONE. Can you believe It’s beep three year*? They've been the"
460,7,0,"OT",0,0,0,"beat But It’s |uet the begipMW"
461,7,0,"OT",0,0,0,"      DEAR STEVE,"
462,7,0,"OT",0,0,0," TOTHELOVEOFMYLIFEI       HAPPY BIRTHDAY MEG"
463,7,0,"OT",0,0,0,"                                                                                                                                   HAPPY “V” DAY LOVE KAREN May your Greek God whisk you"
464,7,0,"OT",0,0,0,"                                                                                                                                                          away-KEEP BREATHING love"
465,7,0,"OT",0,0,0,"HAPPY V-DAY PETE - V REYNOLDS GLAD YOU’RE OUT OF THE CLOSET LOVE SF AIDS ASSOC"
466,7,0,"OT",0,0,0,"                                                                                    HEY STEADY EDOIE HAPPY VALENTINES DAY LOVE Y A SARNIE"
467,7,0,"OT",0,0,0,"     HEY8EBEE—         SUPERMAN I wouldn’t B"
468,7,0,"OT",0,0,0,"JUST ONE MORE HUG, Kt* NX) mNes 4 Haagen-Oazs."
469,7,0,"OT",0,0,0,"      I LOVE YOU                 4U"
470,7,0,"OT",0,0,0,"YOUR SWEETHEART—K          tmtabUBHtzen"
471,7,0,"OT",0,0,0,"                                                                                      You make love so fun! •HappyV.D. Huge,NoW.W."
472,7,0,"OT",0,0,0,"                                                                                                         HEY DEAN RUQRATII!"
473,7,0,"OT",0,0,0,"I want a wine oooferl But I’d sat-UaferTyrone’s. Have a happy V-"
474,0,0,"NA",0,0,0,"                                                                                                                                                                                                                               /* ■ ._"
475,7,0,"OT",0,0,0,"                                                                                                        Love, your sorority wench"
476,7,0,"OT",0,0,0,"v - LAN.WK.JPK, VOUARESOMONDOCOOL! WE’LL BE 8EEMQ VALOVS YOU ALL—KEM -"
477,7,0,"OT",0,0,0,
478,7,0,"OT",0,0,0,
479,7,0,"OT",0,0,0,"OETTINO MARRIED OR HA VIHQ A BANQUET 7"
480,7,0,"OT",0,0,0,"                                GOURMET FOOD AND PROFESSIONAL SERVICE"
481,7,0,"OT",0,0,0,"                                     543-9350"
482,8,0,"SH",0,0,0,"Campus."
483,8,6,"HL",0,0,0,"Political science major new Poly Royal queen"
484,8,0,"PI",0,0,0,"y, Fekraary 18,1864"
485,0,0,"NA",0,0,0,"judges oa th* r ability and"
486,8,6,"BL",0,0,0,"by Margarita MUIa law want"
487,8,6,"TXT",1,0,0,"   The first major event of Poly Royal concluded with the announcement of this year's queen and her court of four princeesee."
488,8,6,"TXT",2,0,0,"   Rebecca Oishauaer, a junior political science major, was chosen from a Arid of 36 contestants representing various campus organisations to act as the official spokesperson for Poly Royal."
489,8,6,"TXT",3,0,0,"   The new queen, sponsored by College Republicans, will work with four princesses, Karen Gustafson from Theta Chi, Lauren Shanahan from National Agricultural Marketing Association, Nancy Ortman from the Ornamental Horticulture Club, and Angela Robledo from the Economics Club, to promote Cal Poly and Poly Royal through radio and television promotions. newspaper advertisements, and appearances."
490,8,6,"TXT",4,0,0,"   Each entrant was required to have at least junior status, be in her second quarter at Cal Poly and be taking at least 12 units with a minimum 2.2 grade point average."
491,8,6,"TXT",5,0,0,"   He 36 girls were given a list of six questions two weeks prior to the pageant about Poly Royal and then-school activities so they could do the necessary research and have time to think about each question."
492,8,6,"TXT",6,0,0,"   Master of Ceremonies Monte Mills, who returned as host from two years ago, asked each contestant one of the six questions"
493,8,6,"TXT",7,0,0,"   Tan finalists wore choeen by seven ji basis of poise, appearance, s| presentation of ideas."
494,8,6,"TXT",8,0,0,"   The remaining five finalists were Vicki Pitta, Margaret Barrett, Lisa Scanlin, Yvonne Barber and Deefree Althuixen."
495,8,6,"TXT",9,0,0,"   The 10 finalists ware then sent backstage and asked to respond to a spontaneous question: “What aspect of your personality has been enhanced since you’ve been at Cal Poly?’’"
496,8,6,"TXT",10,0,0,"   Okshatissn was crowned by the 1983 Poly Royal Qimm AdiItniwiI ufal-t"
497,8,6,"TXT",11,0,0,"   Okhauien’i duttee will include in Addition to"
498,8,0,"AT",0,0,1,"   MID-STATE"
499,8,0,"AT",0,0,1," ELECTRONICS"
500,8,0,"AT",0,0,1,"Whether you need parte for your senior project or a battery for your flashlight or calculator, come to Mid-State. We have taken care of Cal Poly’s electronic needs for over a quarter of a century."
501,8,0,"AT",0,0,1,"                              1441 Monterey St. SLO 543-2770"
502,0,0,"NA",0,0,0,"  MCATLSATGMAT SAT -ACT -DAT-GRE - CPA"
503,0,0,"NA",0,0,0,"                                                                               ClN Oqn, Ev« I WntoWi"
504,8,0,"AT",0,0,2,"Santa Barbara (806) 688-6767"
505,8,0,"PH",0,0,0,"lM3*PolyRo^il Queen***1         R6becc* OtehauMn (right), It congratulated by Adrienne Lefabre,"
506,8,6,"TXT",12,0,0,"radio and television appearances will be to attend hin- queen’s duties will be during spring quarter, her reign cheons, go on a tour of other campuses, participate in will continue through tbs year until next Poly Royal, the Poly Royal parade, apeak at opening ceremonies Although Oiehausen was crowned Monday night, and finally to be available at all Poly Royal events. she will make her formal introduction to the student Morton said that although the bulk of the new body at the Poly Royal Coronation Ball April 21."
507,0,0,"NA",0,0,0,">v>>*"
508,0,0,"NA",0,0,0,"                                                                                                                      O'"
509,8,0,"AT",0,0,3,"   V                    858 HIQUERA ST."
510,8,0,"AT",0,0,3,"                        543-1878"
511,9,0,"SH",0,0,0,"Campus"
512,9,0,"PI",0,0,0,"Mustang DaHy   Wadnaaday, Fabraaty IS, ItM"
513,9,1,"HL",0,0,0,"Poly loses out on concerts for lack of facilities"
514,9,1,"ME",0,-5,0,"Frontpage*"
515,9,1,"TXT",19,0,0,"lobby doors hava baan used aa an entry for madia, but this mads it difficult for any faculty who wanted to enter thair offices during a concert."
516,9,1,"TXT",20,0,0,"   Hailey said that the last few concerts have been held on Sunday and Monday nights when faculty would be using their offices. “It causes a special problem for coaches who work seven days a week during the season,” ha added."
517,9,1,"TXT",21,0,0,"   Guidelines now state that the media door will be moved to the main entrance so as not to obstruct entry to the lobby of the gym. A security officer will be stationed at the media door as well. ^"
518,9,1,"TXT",22,0,0,"   Railey said he is still concerned about the entire building being shut down for a concert being held in one area of the building. “Students by the droves come in to workout on the weekends and dosing the building obstructs their right to use the building,” he said. No solution for that problem is stated in the guidelines."
519,9,1,"TXT",23,0,0,"   Performers have also abused parts of the building, according to Railey. He said rooms used by the performers have smelled so strongly of marijuana that “instructors reported that they couldn't breathe."""
