"Function Key: TXT = article text; HL = headline; BL = byline; PH = photo caption/information; ME = meta directives outside of an article; NA = unintelligible; NP = nameplate; PI = publication information; B = blank; AT = advertisement text; MH = masthead; BQT = block quote text; BQA = block quote attribution; CN = comic strip title; CT = comic strip text",,,,,,,
"LINE","PAGE # TEXT IS ON (1 for front page, 0 if unintelligable)","ARTICLE NUMBER (use 0 if outside of text of any article/letter)","FUNCTION (see key above)","PARAGRAPH NUMBER (start with the first content paragraph, 0 if not part of the main text)","JUMP (if line contains a ""jump to"" directive, it's the page target. If it's a ""jumped from"" directive then the negative (-) of the soure page. otherwise 0)","AD #. If line is part of advertisement, it is the number of the ad. Start from top left column. 0 otherwise.","SCANNED TEXT"
244,4,13,"TXT","12",0,0,"The project arill take an estimated 18 months to flnith aad will requko the Venture Architects Arm as consultants until h is complesed. The project, which has been designed to fit in with the unique Cal Poly look, will also be a amatelpiece for some former Cal Poly students."
245,4,13,"TXT","13",0,0,"“For nqrseif, being a student there aad havtaig done some of the work on it was exciting for me.** said Schulae. “And what 1 fed that I've done by working on the project is 'team by doing,’ which is the motto of Cal Poly.”"
246,4,0,"AT","0",0,2,"FREE SPINAL EXAMINATION"
247,4,0,"AT","0",0,2,"Johnston Chiroproctic Clime Inc. is sponsoring a spinol checkup ond Scoliosis Screening progrom os o public service. This service will include consultotion physicol exominotion, or>d o report of findings"
248,4,0,"AT","0",0,2,"WAINM6 SI6NS0F SPMU MBAUGtlMiNrS"
249,4,0,"AT","0",0,2,"•UaMtUfMi"
250,4,0,"AT","0",0,2,"M you suffer from any of theso warning sigm coN iminodioisfy to prevent posiiblo odvoncing compikotions. This Free Spinal pu^ service is for o limiSsd tinw only, by oppoinlment, pleom."
251,4,0,"AT","0",0,2,"Cm) ^ FWom mention odot time of visit"
252,4,0,"AT","0",0,2,"For An Appointment Call 541-2727"
253,4,0,"AT","0",0,2,"Johnston Chiropractic Clinic"
254,4,0,"AT","0",0,2,"Palmer Graduate 1150 Grove Street San Luis Obispo"
255,5,0,"PI","0",0,0,"Mustang DaHy Monday, April"
256,5,0,"PI","0",0,0,"7,1986 5"
257,5,14,"HL","0",0,0,"Just weighting around"
258,0,0,"B","0",0,0,
259,0,0,"NA","0",0,0,"i."
260,0,0,"NA","0",0,0,"■W."
261,0,0,"B","0",0,0,
262,0,0,"B","0",0,0,
263,0,0,"B","0",0,0,
264,0,0,"B","0",0,0,
265,0,0,"B","0",0,0,
266,0,0,"B","0",0,0,
267,0,0,"B","0",0,0,
268,5,14,"PH","0",0,0,"At Mimmtr «pprotchtt, many ttudantt ruth to gat into thapa for tha baach. But In tha Cal Poly walght room, body bulMIng It mora than a taaaonal aothrtty. Thaaa ttudantt art grunting and. puffing In aaarch of tha parfact phytiqua. Top: phytlcal aduoatlon malor Julia"
269,5,14,"PH","0",0,0,"Hoots Uftt to knprova har parformanca on tha track taam. Ltft: Blologloal tclanca malor Tarry Kannar arorkt out on tha lat pull. Balow: micro biology atudant Monica BoruoM takaa a braathar from har workout"
270,5,14,"PH","0",0,0,"Photos by Ken Dintzer"
271,0,0,"B","0",0,0,
272,0,0,"B","0",0,0,
273,0,0,"NA","0",0,0,".•V"
274,0,0,"B","0",0,0,
275,0,0,"NA","0",0,0,"Í --"
276,0,0,"B","0",0,0,
277,0,0,"B","0",0,0,
278,0,0,"NA","0",0,0,". ■"
279,0,0,"NA","0",0,0,".-1 ■ ■ T.-',"
280,0,0,"B","0",0,0,
281,0,0,"B","0",0,0,
282,0,0,"NA","0",0,0,"■ . I"
283,0,0,"NA","0",0,0,"■/"
284,6,0,"PI","0",0,0,", Monday, April 7.198Ó Mustang Dally"
285,6,15,"HL","0",0,0,"6 candidates to run for president"
286,0,0,"B","0",0,0,
287,0,0,"B","0",0,0,
288,6,15,"BL","0",0,0,"By Jennifer Smagabi"
289,6,15,"BL","0",0,0,"SunWilMr"
290,6,15,"TXT","1",0,0,"The 1986 ASI presidential campaign has surpris«! studenu and administrators with a large turnout of candidates seeking the office."
291,6,15,"TXT","2",0,0,"Six students are running for the position; Kevin Fox, Tyler Hammond, Mike Hogan, Steve Johnson, David Kaminskas and Kevin Swanson."
292,6,15,"TXT","3",0,0,"Both students and administrators expressed that an increased awareness and concern about student government has had an impact on the amount of interest in the election. “The participation in the election is a tion of how productive"
293,6,15,"TXT","3",0,0,"repecti("
294,6,15,"TXT","3",0,0,"has been this year, and students want to get involved,” said Tyler Hammond, presidential candidate."
295,6,15,"TXT","4",0,0,"Roger Conway, director of the University Union, said people are realizing ASI is a student corporation for the benefit of students. ASI servica and programs control S3 million a year. “Legaily, they (presidents) have responsibilities that most people don’t have until they tuve been out of school for 10 years,” he said."
296,6,15,"TXT","5",0,0,"Stan Van VIeck, a candidate for ASI vice president, believa the number of students running for president wiU encourage the student body to become involv-"
297,0,0,"NA","0",0,0,"I"
298,0,0,"B","0",0,0,
299,0,0,"B","0",0,0,
300,0,0,"B","0",0,0,
301,0,0,"NA","0",0,0,". J"
302,6,0,"AT","0",0,1,"Whether you wont to build your body or just take off o few extra pounds, we con help you look your best."
303,6,0,"AT","0",0,1,"JOIN DURING OUR SPRING SPECIAL"
304,6,0,"AT","0",0,1,"I MONTHS"
305,0,0,"B","0",0,0,1
306,0,0,"NA","0",0,0,"V"
307,6,0,"AT","0",0,1,"or è monthi"
308,6,0,"AT","0",0,1,"$109.00"
309,6,15,"TXT","5",0,0,"ed. “Eviery vote will make a difference, especially in this year’s election,” he said."
310,6,15,"TXT","6",0,0,"Because so many people are running tor office, Kaminskas, a presidential candidate, anticipates a run-off. The problem with having a run-off el^on is students assume a candidate wili win because be had the most votes in the first round. StudenU fail to vote in the run-off election, resulting in poor student representation, Kaininskas said."
311,6,15,"TXT","7",0,0,"The six candidates will talk about student issues on KCPR radio from 7 to 9 p.m. Tuesday. Listener phone calls will be taken on the air."
312,6,17,"HL","0",0,0,"Great Peace March to cross Nevada border Tuesday despite rain"
313,6,17,"TXT","1",0,0,"CAL NEVA. Calif. (AP) — The Great Peace March for Nuclear Disarmament, camped just 400 yards from the state border, planned to crou into Nevada on Tuesday after getting federal campsite permits, a spokesman said Sunday."
314,6,17,"TXT","2",0,0,"Rain fell on the 250 marchers shortly before noon Sunday, said spokesman Bill O’Neill."
315,6,17,"TXT","3",0,0,"He said they will obtain U.S. Bureau of Land Management permits Monday and “we will cross the border Tuesday.”"
316,6,17,"TXT","4",0,0,"About 1,2(X) people began the 3,200-mile trek to Washington, D.C., on March 1 in Los Angeles, but they ran out of money and all but a few hundred quit before more cash and equipment got them started again."
317,6,16,"HL","0",0,0,"topping oU prices hamper renovation"
318,6,16,"BL","0",0,0,"irBnidCarfit /"
319,6,16,"BL","0",0,0,"«•ItWMMr"
320,6,16,"TXT","1",0,0,"Plans to renovate the B|B|toeering Eist bstildiai may be waning due to CaHfqrnia’s dcdiniag ofl reveona."
321,6,16,"TXT","2",0,0,"Douglas Oared. «#cuii«Mlaia of ftadjngfof tfaecapitalouliurgaairamiajMiiwgpdar«i i» the CSU system and coBMu from Ow^CaBGuilriiMiadloilTCwanue. Oetard said dropping oS prieti torn kmIfuBibiWNMit of income asafliAlatothesystisn. ’*S«nmfsspMdmi^aMuiN^ said Ocrard."
322,6,16,"TXT","3",0,0,"Oov. DeuktnajinalBdiKiad SlAOQOatM budget. foNowintfernnimefGMimi flnodUg ralianiin Bonid of *f);ustnm."
323,6,16,"TXT","4",0,0,"■laang rwamittnaCbaingan Jrdin mrtmki will BmCaMfornia legialativt budget annlyit Im radeoBrngiiill tki prafnet, ahnsi with others in tike Cau system, be cMoeiedHicgdirnfttaBiBbmf funds."
324,6,16,"TXT","5",0,0,"Janwe Harris,head of theeiectfOBic ami ngtlrlral engiueeriag"
325,6,16,"TXT","5",0,0,"fully expect to see an architect around basaaggNthne this spring or rummer,” said Harris. Oetidng the project Mo tike governor’s bodUet was a eenjor step, said Harris. “Tlmgattctdeat'ttcpisto get the budget past the l^iatata.”"
326,6,16,"TXT","6",0,0,"• In MardL the CaMfonria Board ofTrustemreronnBiBrtwd the govemor’sproipoeedbudgctbeaaBendodtotMdt2(I.OOOforpre-hariaary pira and wortd^ drawings for the prdect Now, said Oerard,oolyprehminary piannif« funds are-beiug supported at an estimated coel of SaStOOO."
327,6,16,"TXT","7",0,0,"Harris said there is a daraoMtifled needfoit de project. “We doo’thave the resourem we need to'nmangffkient iliipniimutt,” said Harris. “Wears worUag in a 1957-SI time ffaeae when vacuum tubm were used. Thiaga have changed and we need the facilities to keep ap with the new technology,” said Harris."
328,6,16,"TXT","8",0,0,"The remodsMng plans iadude the total reoovatioa of all eadsting labs and shop areas, Harris said, phM piaas to bald new shop areas, laboratories and adthtioiial space for fhedty and departaumt offices. “We may add a second floor.” said Harris."
329,6,16,"TXT","9",0,0,"McCombs said the cost of the pn^ect is esrimated at $4.5 million and should be completed ia 1999. “^om what 1 bear. I’m about 90 peroent oertam that the project will go on.” said McCoakbe. “1 just hope it doesn’t take 17 years to complete like the new eogiosoring biiOdingdid.”"
330,6,16,"TXT","10",0,0,"Harris said there is a lot of red tape. “So far we’ve jumped through every hoop they've asked us to. I’m stiU very pooilive abouttbeproject”"
331,6,0,"AT","0",0,2,"Jansport Tee-Shirt"
332,6,0,"AT","0",0,2,"Give Away"
333,6,0,"AT","0",0,2,"April 7-11"
334,6,0,"AT","0",0,2,"Buy a Jansport Backpack and receive a free Jansport Tee«Shirt."
335,6,0,"AT","0",0,2,"*While Sapply Lasts^"
336,0,0,"NA","0",0,0,"I • e d e «"
337,0,0,"NA","0",0,0,"* I » I ft s f * * «"
338,0,0,"NA","0",0,0,"I » .k*tih**"
339,6,0,"AT","0",0,2,"I., 3541,S, Higuera. SIQ Ml-SIM .."
340,6,0,"AT","0",0,2,"EJ CDfrai Bookstij^e"
341,0,0,"NA","0",0,0,"ttl«l»ea9«s Iil9re«esf«si-ri"
342,7,0,"PI","0",0,0,"Monday, Aprl[7,1986 Mustang Dally"
343,7,18,"HL","0",0,0,"New title is part of restructuring parking"
344,7,18,"BL","0",0,0,"By DawaJ. Jackson"
345,7,18,"BL","0",0,0,"SlitfWrIMr"
346,7,18,"TXT","1",0,0,"The Director of Business Affairs for Cal Poly had his tide changed to Vice President for Businas Affairs April 1 as part of President Warren J. Baker’s restructuring of his suff. ."
347,7,18,"TXT","2",0,0,"Jim Landreth. who held the position for almost 15 years, will ■i. have the same job duties. He has five distinctive areas .of responsibility which include campus fiscal operations, budget planning and administration, planning and support services, public safety and the business and plant operations functions of housing and conference services."
348,7,18,"TXT","3",0,0,"“I am pleased that the presi-I ^ dent has seen fit to changf; my title,” said Landreth, who has ~ been working at the Cal Polys, here and in Pomona, for almost 30 years."
349,7,18,"TXT","4",0,0,"In a memorandum to his top staff members, Baker wrote: ""With the title change for Landreth, I note the restructufing of the administration of the university and I also recognize the exemplary job that (he) has done in a vital role.”"
350,7,18,"TXT","5",0,0,"There will now be four vice presidents directly accounUble to Baker: the vice president for academic affairs, who will also act as senior vice president, the vice president for information systenu, the vice president for university relations and Lan-dreth’s position."
351,7,18,"TXT","6",0,0,"The vice president for academic affairs is a title change for the"
352,7,18,"TXT","6",0,0,"provost position. Provost Tomilson Fort will leave his position on July 1, and an interim vice president for academic affairs will take over on that date. Landreth said they hope to initiate recruitment for that position soon. A permanent vice présidait for academic ^ affairs is expected to be appointed by Jan. 1."
353,7,18,"TXT","7",0,0,"The position of vice president for information systems is new to Cal Poly. That person will be in charge of administrative and instructional services for communication on campus, including data base management, information systems planning, university computer systems and telecommunications."
354,7,18,"TXT","8",0,0,"Baker formed a committee to choose the vice president for information systems; Landreth is on the 13-member committee. He was also named to the 14-member task force to search for solutions to the problems of funding athletic scholarships."
355,7,18,"TXT","9",0,0,"James Strom has been the vice president for university relations for almost 2 years."
356,7,18,"TXT","10",0,0,"According to Howard West, associate executive vice president, Landreth’s title change came about because of the resignation of Provost Tomlinson Fort, the recommendation that a vice president for information systems be established and that the chief provost title will be changed."
357,7,18,"TXT","11",0,0,"“With those issues at hand, it"
358,7,18,"TXT","11",0,0,"probably seemed an appropriate time to recognize the function that Landreth has been performing all of this time,” West said."
359,7,18,"TXT","12",0,0,"LandrOh said his title change, along with the restructuring of Baker’s suff, was prompted by a new CSU system policy. “It’s now a trend in the CSU for people in my position and with my responsibUities to have this title.”"
360,7,18,"TXT","13",0,0,"The CSU system was structured for years by a unique policy that only allowed for two vice presidents per university. Traditionally there was always a vice president of academic affairs, said Landreth."
361,7,18,"TXT","14",0,0,"About two years ago the CSU implemented a nunagement personnel plan as a byproduct of collective bargaining., Those persons that held madagemem or supervisory level positions were exempt from collective bargaining."
362,7,18,"TXT","15",0,0,"With the new^ policy, presidents were given more flexibility to change job titles and assignments."
363,7,18,"TXT","16",0,0,"“The real impact occurred at the vice president level,” said Landreth."
364,7,18,"TXT","17",0,0,"Three other administrators work under the general direction of Baker, and won’t have title changes: Jan Pieper, director of personnel and employee relations; Russ Brown, dean of stu-denu; and Douglas Ocrard, executive dean of facilities administration."
365,7,19,"HL","0",0,0,"Gunman’s brother may be of help in hostage situation"
366,7,19,"TXT","1",0,0,"EULESS, Texas (AP) , — A two-day-old sundoff cotatinued Sunday between police and an armed man holding his ex-wife hostage in a convenience store, but a brother of the guiunan was allowed to enter the store in an effort to end the impasse."
367,7,19,"TXT","2",0,0,"Police talked to Malone Mauele by phone early Sunday. At one point, some of the more"
368,7,19,"TXT","2",0,0,"than two dozen police officers surrounding the store began putting on gas masks, but no move was made to go inside."
369,7,19,"TXT","3",0,0,"Mauele, 27, had been holding his ex-wife. Sane, since Friday night in the store where she works. He allegedly shot and wounded a policeman who answered a silent alarm at the store."
370,7,0,"ME","0",-1,0,"From page 1"
371,7,3,"TXT","4",0,0,"themselves spending an increasingly longer amount of time ""searching on our hands and knees for the permits.”"
372,7,3,"TXT","5",0,0,"Such permit searches not only coat parking officers valuable time, but in turn cost the Public Safety Department more money, she said."
373,7,3,"TXT","6",0,0,"The only correct placement for perihanently affixed parking pcrmiu is on the right rear bumper Of the vehicle, according to the official rules."
374,7,3,"TXT","7",0,0,"The Parking Handbook also specifics that a floating parking permit — one that is detMhable ~ may be issued to an individiul who Is In a car pool or owns and registers more than one vehicle to a single permit."
375,7,3,"TXT","8",0,0,"A floating permit can also be used if the vehicle bumper design will not accommodate afflxing the permit, specifically if there' is no bumper or if it’s wooden, cor-rigated, painted, Fiberglas,,. plastic or rubber, said Campbell."
376,7,3,"TXT","9",0,0,"Floating permits must be hung from the rearview mirror or from a flipped-down sun visor, with"
377,7,3,"TXT","9",0,0,"the writing on the permit facing toward the back of the vehicle, according to the handbook."
378,7,3,"TXT","10",0,0,"Daily or weekly parking permits can only be legally be placed face up in the center of the dashboard."
379,7,3,"TXT","11",0,0,"CiUtiolis will be issued if any out-of-date parking permiu have not been removed from vehicle bumpers after they have expired, the rules stipulate."
380,7,3,"TXT","12",0,0,"Individuals who receive fines for any of the above parking permit violations will have 14 days to appeal the ciution or pay the fine, s^ Campbell."
381,7,3,"TXT","13",0,0,"If the violation errors are corrected in that 14-day period and the vehicle is Uken to the Public Safety Department to prove that, the citation will be voided, stesaid."
382,7,0,"OT","0",0,0,"APPLICATIONS are now being accepted for editor of Mustang 'Daily for the 1986-87 school year. For more information call Donald at 546-1143. The deadline for applications is April 11."
383,7,19,"TXT","4",0,0,"The woman had been intermittently bound and gagged, and although Mataele’s younger brother initially persuaded him to untie her, she was bound again later, said police Capt. T.C. Free."
384,7,19,"TXT","5",0,0,"After the brother entered. Free said Mataele was calmer and “we believe the brother is having a positive effect.”"
385,0,0,"NA","0",0,0,"tl"
386,0,0,"B","0",0,0,
387,0,0,"B","0",0,0,8
388,8,0,"PI","0",0,0,"Monday, Aprii 7,198ó"
389,0,0,"B","0",0,0,
390,0,0,"B","0",0,0,
391,0,0,"B","0",0,0,
392,0,0,"B","0",0,0,
393,0,0,"B","0",0,0,
394,0,0,"B","0",0,0,
395,0,0,"B","0",0,0,
396,0,0,"B","0",0,0,
397,0,0,"B","0",0,0,
398,0,0,"NA","0",0,0,"TM.-'%"
399,0,0,"NA","0",0,0,"1^-"
400,0,0,"NA","0",0,0,"fw¡"
401,0,0,"B","0",0,0,
402,0,0,"B","0",0,0,
403,8,20,"PH","0",0,0,"OARVL «HOfTAUOMMaMM« OaBy"
404,8,20,"PH","0",0,0,"Crtatin L«v«rt« r*tums a backhand during a match Friday againat UC Rlvar-sida. Tha Muatanga won 90 and Improvad thair racord to ^"
405,8,20,"HL","0",0,0,"Lady Mustangs ace UC Riverside 9-0"
406,8,20,"TXT","1",0,0,"The Cal Poly women*i ten-nii team easily defeated visiting UC Rivenide Friday 90."
407,8,20,"TXT","2",0,0,"Mary Langenfeld, Chris Calandra, Cristin Leverte, CiCi Barbe and Lynn Jyson won their singles matches to lead the Lady Mustangs to the victory."
408,8,20,"TXT","3",0,0,"Thj^ win improved the Mustangs record to 3-3, to put them in a tie for third place behind Hrst-place Cal State Northridge and second-place Cal Poly"
409,8,20,"TXT","3",0,0,"Pomona."
410,8,20,"TXT","4",0,0,"The Lady Mustangs were forced to take cover on Saturday and Sunday because of rain and their matches scheduled against Chapman College and Cal Poly Pomona were cancelled."
411,8,20,"TXT","5",0,0,"The match against Pomona was supposed' to be a makeup that was originally cancelled because of rain. So now it looks like they’ll have to schedule a make-up match to make-up the make-up match."
412,8,0,"AT","0",0,1,"SUMMEmS ALMOST HESEt _ JL§"
413,8,0,"AT","0",0,1,"the"
414,8,0,"AT","0",0,1,"ICE CREAM PARLOUR"
415,8,0,"AT","0",0,1,"has"
416,8,0,"AT","0",0,1,"Elch ass4 Craasssy OM Faahloncd Milk Shakaa asstf Malta!"
417,0,0,"NA","0",0,0,"a a •"
418,8,0,"AT","0",0,1,"Valisablc coupon worth .if c towayda a shako or snalt. ____"
419,8,0,"AT","0",0,1,"Good Thru 4/11/86^ ^ ,%9"
420,8,21,"HL","0",0,0,"Wrestlers return to Poly"
421,8,21,"TXT","1",0,0,"The human drama and excitement of flying head butts, body slams and strangle holds will return to Cal Poly Wednesday night when international professional wrestling comes to the Main Oym."
422,8,21,"TXT","2",0,0,"The main event of the night will feature the continuing fued between “Chief’ Jay Strongbow Jr. and challenger “Wildman” Jack Armstrong."
423,8,21,"TXT","3",0,0,"The Chief, who got his name by wearing moccasins, head feathen and war paint in the ring, has been on the warpath for Wildman all year, but neither wrestler has been able to achieve a decisive"
424,8,21,"TXT","4",0,0,"However, Wednesday night a winner must be declared by either a pin or submission, with no stopping due to injury, time limit or disqualification."
425,8,21,"TXT","5",0,0,"“I’m sick and tired of this loam (Wildman) buying his way out of being beat,"" said the Chief. “This time we*0 settle it once and for all, and when the smoke clears I’ll be the one left standing in the middle of the ring.”"
426,8,21,"TXT","6",0,0,"In reply the Wildman said, “The Indian’s a crybaby — 'a nothing.”"
427,8,21,"TXT","7",0,0,"Other matches on the bill will inciude one between two women, Ava Savage and “The Perfect 10“ ~Rqute Behnat, who has"
428,8,21,"TXT","7",0,0,"been called the “stongest, best built and most beautiful gladiator.”"
429,8,21,"TXT","8",0,0,"And as a special attraction there will be midget wrestling. “Pepper” Gonzales will square off against the shifty “Little Tokyo.”"
430,8,21,"TXT","9",0,0,"Tickets for this evening of pure athletic competition are on sale now at the University Union, Cheap Thrills, Boo Boo records and will be on sale at the event. Prices are S9 ringside, S7 general admission and S5 for students and kids under 12. Mutches will begin at 8 p.m."
431,0,0,"B","0",0,0,
432,0,0,"B","0",0,0,
433,0,0,"B","0",0,0,
434,0,0,"NA","0",0,0,"im"
435,0,0,"B","0",0,0,
436,0,0,"B","0",0,0,
437,0,0,"B","0",0,0,
438,0,0,"B","0",0,0,
439,0,0,"NA","0",0,0,"Mf-l"
440,0,0,"B","0",0,0,
441,0,0,"B","0",0,0,
442,0,0,"NA","0",0,0,"..., ■"
443,0,0,"NA","0",0,0,"WUi"
444,0,0,"NA","0",0,0,"i"
445,0,0,"NA","0",0,0,"I:'"
446,0,0,"NA","0",0,0,"I"
447,0,0,"B","0",0,0,
448,0,0,"NA","0",0,0,"!»•"
449,0,0,"B","0",0,0,
450,0,0,"NA","0",0,0,"^ ."
451,0,0,"B","0",0,0,
452,0,0,"B","0",0,0,
453,0,0,"B","0",0,0,
454,0,0,"B","0",0,0,
455,0,0,"B","0",0,0,
456,0,0,"NA","0",0,0,"QaavtaHorrauaiiaiwiiiii iway"
457,8,1,"PH","0",0,0,"John Byron flnga a atw( at tlw UCM goal Airing • BMM Sunday. Tha Muatanga loat tha dual 17-7."
458,8,1,"HL","0",0,0,"Lacrosse team ousted by UCSB"
459,8,1,"TXT","1",0,0,"The Cal Poly lacrosse team suffered a loss to the undefeated UCSB Ouachos Sunday, 17-7."
460,8,1,"TXT","2",0,0,"“It was a very disappointing km,” said team memlm Mark Anderson. “They just outplayed us.”"
461,8,1,"TXT","3",0,0,"Anderson abo said that he felt the team “wasn’t as intense this"
462,0,0,"NA","0",0,0,"---*- II"
463,8,1,"TXT","4",0,0,"Part of the problem couid be"
464,8,1,"TXT","4",0,0,"that they lost their practice field to the sohbaO team."
465,8,1,"TXT","5",0,0,"“We didn’t have a place to practice all week,” said Anderson. “We were (hiving around last week with a goal in the back of a truck looking for a place to practice.” They fmally found one atCuestaPark."
466,8,1,"TXT","6",0,0,"Anderson also said that spring break might have played a part"
467,8,1,"TXT","6",0,0,"in the team’s lack of intensity, because of the week-long layoff from competition."
468,8,1,"TXT","7",0,0,"Scoring for the Mustangs rrere: Rente» Kreling with two goab; Russ Rodewald with two; Dick Abano with one; Gary Scharc with one and Lariy Hansen with (me."
469,8,1,"TXT","8",0,0,"The l(m (bopped the Mustangs overall record to 4-S."
470,8,0,"AT","0",0,1,"LOWEST PRICES IN SLO"
471,8,0,"AT","0",0,1,"Large olae topping pi2zá and two 16 oz. soft drinks"
472,0,0,"NA","0",0,0,"é"
473,8,0,"AT","0",0,1,"FREE DELIVERY Additional toiildni^ for 99$ ^"
474,8,0,"AT","0",0,1,"Popper Jack’s Pizza '149-8(516"
475,9,0,"PI","0",0,0,"Multano Do*y Monday, Aprtt 7. I960"
476,9,22,"HL","0",0,0,"Dodgers, Padres square off in season opener"
477,9,22,"TXT","1",0,0,"LOS ANGELES (AP) — The Lot Anieles Dodgert, who won the National League West championship last year, and the San Diego Padres, who captured the division title in 1964, meet Monday in a 1986 season-opener at Do^er Sudhim."
478,9,22,"TXT","2",0,0,"The game hu been a sellout since February. According to a Dodgers’ spokesman, it’s the earliest sellout in the club’s history."
479,9,22,"TXT","3",0,0,"Right-hander Eric Show, 12-11 last year, will start for the Padres against left-hander Fernando Valenzuela, 17-10 with a"
480,9,22,"TXT","3",0,0,"2.45 earned run average for the Dodgers in 1985."
481,9,22,"TXT","4",0,0,"After a slow start, the Dodgers rallied to win the NL West by 5 Vi games over Cincinnati in 1985. The Padres, meanwhile, started fast in an attempt to defend their title, but faded and finished in a tie for third place with Houston, 12 games back."
482,9,22,"TXT","5",0,0,"The Dodgers were favorites to repeat as champions, but their situation changed drastically last Thursday during their final Florida exhibition game."
483,9,22,"TXT","6",0,0,"Slugging Los Angeles out-Hekkr PeA'o Guerrero suffered a"
484,9,22,"TXT","6",0,0,"ruptured patella tendon below the left knee while sliding into third base in the first inning of a game against Atlanta and will be lost to the team for at least three months. ~"
485,9,22,"TXT","7",0,0,"Guerrero was moved from third base to the outfield last June 1 and thrived on the switch immediately, hitting 15 home runs in the month of June. He finished the year with 33 homers and a .320 batting average."
486,9,22,"TXT","8",0,0,"“It’s a terrible, terrible thing,’’ D^ers Manager Tom Lasorda said of Guerrero’s injury. “Pedro means so much to our club. It’s a"
487,9,22,"TXT","8",0,0,"tragic loss, but we still have a season to i^y. We’ll fight and do the best we can without him.’’"
488,9,22,"TXT","9",0,0,"Lasorda is beginning his 10th year at the Dodgers’ helm. Meanwhile. San Di^o Manager Steve Boros will be managing his first game for the Padres. Boros was hired at the start of spring training, shortly after Dick Williams resigned as the Padres’ msnigcr."
489,9,22,"TXT","10",0,0,"Valenruela, 25, srill be making his fourth straight opening day start and his fifth in sbe years."
490,9,22,"TXT","11",0,0,"Valenzuela, who signed a three-year, S5.5 million contract"
491,9,22,"TXT","11",0,0,"shortly before spring training, had a brilliant exhibition season, allowing only two earned runs in 31 innings while walking eight and striki^ out 27."
492,9,22,"TXT","12",0,0,"He had identical performances in his last two outings, against Minnesota and Montr^, hurling seven shutout innings and allowing four hits while walking none and striking out six in each game."
493,9,22,"TXT","13",0,0,"“I hope for the same thing during the season,’’ Valenzuela said after blanking Montreal last Wednesday in his last start."
494,9,23,"HL","0",0,0,"Rockets upset Lakers"
495,9,23,"TXT","1",0,0,"HOUSTON (AP) — Houston’s Akeem Olajuwon scored 25 points and Mitchell Wiggins hit three free throws in the final seven seconds as the Rockets ended more than five years of frustration with a 109-103 NBA victory over Los Angeles on Sunday."
496,9,23,"TXT","2",0,0,"The MidwM Division champion Rockets daded a string of 14 consecutive home losses to the Pacific Division champion Lakers, dating back to a 107-104 victory Nov, 12, I960."
497,9,23,"TXT","3",0,0,"The victory also gave Houston a club record 50 victories in a season and 35 home victories."
498,9,23,"TXT","4",0,0,"Olajuwon hit a basket with 3:45 to go and then rebounded his own free throw and Ralph Sampson slammed it home with 3:21 to go for a 104-92 lead."
499,9,23,"TXT","5",0,0,"When the Lakers pulled to 104-100 with 44 seconds to play Robert Reid helped ice the game with a jumper at 23 seconds."
500,9,23,"TXT","6",0,0,"Lot Angeles’ Byron Scott hit s three-point basket with 10 seconds to play but Wiggiiu, who scored IS points, sank three free throws over the closing seconds to clinch the victory."
501,9,24,"HL","0",0,0,"Netters lose to Division I San Jose"
502,9,24,"TXT","1",0,0,"The Cal Poly men’s tennis team it ranked No. 3 in Division II, but dropped another nutch to a Division I team Friday."
503,9,24,"TXT","2",0,0,"The Mustangs were defeated by Division I San Jose Sute 7-2, after a week off the courts for spring break."
504,9,24,"TXT","3",0,0,"“We were a little tight after the layoff from match competi-titm over the quarter break,’’ said Mustang coach Hugh Bream."
505,9,24,"TXT","4",0,0,"The only Mustang wins came from Dale Miimey at the No. 6 (ingles position and in doubles when he teamed up with Jfan Rakela."
506,9,24,"TXT","5",0,0,"Minney won Us singles match •gainst Lane Lyssy 6-1. 6-1, and the doubles team of Miimey and Rakela won their match 2-6, 6-4,"
507,9,24,"TXT","5",0,0,64
508,9,24,"TXT","6",0,0,"Other than Minney’s win in smgles, Tom Salmon was t&e only other Mustang siimles player not to be beaten in straight sets."
509,9,24,"TXT","7",0,0,"loss dropped the Mustangs record to 7-6 overall, but Bream un’t too concemed. He said he likes playing tough DMsion I teams to test his team and Prepwe^ the players . for. league."
510,9,23,"TXT","7",0,0,"Magic Johnson scored 20 points and added 20 assists to led the Laken, who already have clinched the No. 1 playoff position in the Western Conference."
511,9,0,"AT","0",0,1,"U i A * Stote"
512,0,0,"NA","0",0,0,"10Ì1 MICiUI MA »Í'll-OÍÍOH"
513,0,0,"B","0",0,0,
514,0,0,"NA","0",0,0,"to//'"
515,0,0,"NA","0",0,0,"\f"
516,0,0,"NA","0",0,0,"Q"
517,0,0,"NA","0",0,0,";hi<"
518,9,0,"AT","0",0,2,"Char-broiled"
519,9,0,"AT","0",0,2,";ken-Breast Fillet"
520,9,0,"AT","0",0,2,"In Deliaitelv Seasoned Mariiuide"
521,9,0,"AT","0",0,2,"On Sourdough Roll"
522,9,0,"AT","0",0,2,"Ow/j$1.95"
523,9,0,"AT","0",0,2,"Reg. $2.35"
524,0,0,"NA","0",0,0,"QiuilHy Pmliicl Only ni{"
525,0,0,"NA","0",0,0,"Xn Fn in}>"
526,0,0,"B","0",0,0,
527,0,0,"B","0",0,0,
528,9,0,"AT","0",0,3,"VISTA GRANDE RESTAI)"
