"Function Key: TXT = article text; HL = headline; BL = byline; PH = photo caption/information; ME = meta directives outside of an article; NA = unintelligible; NP = nameplate; PI = publication information; B = blank; AT = advertisement text; MH = masthead; BQT = block quote text; BQA = block quote attribution; CN = comic strip title; CT = comic strip text",,,,,,,
"LINE","PAGE # TEXT IS ON (1 for front page, 0 if unintelligable)","ARTICLE NUMBER (use 0 if outside of text of any article/letter)","FUNCTION (see key above)","PARAGRAPH NUMBER (start with the first content paragraph, 0 if not part of the main text)","JUMP (if line contains a ""jump to"" directive, it's the page target. If it's a ""jumped from"" directive then the negative (-) of the soure page. otherwise 0)","AD #. If line is part of advertisement, it is the number of the ad. Start from top left column. 0 otherwise.","Hurley"
1315,0,0,"B",0,0,0,
1316,8,0,"AT",0,0,0,"FOOD at the flats?"
1317,8,0,"OT",0,0,0,"NEW OWNERSHIP Â«DAILY SPECIAIS"
1318,8,0,"OT",0,0,0,"NEW REQPES -ROCK & ROLL"
1319,8,0,"OT",0,0,0,"Lunchen also served!"
1320,8,6,"HL",0,0,0,"International universities propose foreign"
1321,8,6,"HL",0,0,0,"challenges and stimulation"
1322,8,6,"BL",0,0,0,"by Teresa Mari^"
1323,8,6,"BL",0,0,0,"StaN Writer"
1324,8,6,"TXT",1,0,0,"The International Programs office is looking for students intereated in a year of college study abroad."
1325,8,6,"TXT",2,0,0,"Cal Poly sends about 100 students to overseas universities each year through the California State Univeraity systemâ€™s International Programs. Last year 96 studmts from Cal Poly spent a year at an overseas campus through the foreign study program."
1326,8,6,"TXT",3,0,0,"â€œIt isnâ€™t something thatâ€™s just for rich Idds,â€™â€™ said Holly White, past Alumni Assistant at the Cal Poly ' bran^ of the program. â€œItâ€™s for swious students who also have a sense of adventure.â€™â€™"
1327,8,6,"TXT",4,0,0,"White said most foreign study programs involve European universities. The most popular and competitive programs overseas we in ajxhitecture and business."
1328,8,6,"TXT",5,0,0,"White said Cal Polyâ€™s strength in these two majors â–  accounts for the high proportion of students from this campus who are selected for foreign study programs."
1329,8,6,"TXT",6,0,0,"Students can study at universities in 15 different countries through CSU International Programs. Depending on the foreign university they want to attend, students must have at least a 2.75 or a S.OO GPA. Students must also have junior standing by the time thsy intend to leave for overseas study in order to be considered for the program."
1330,8,6,"TXT",7,0,0,"All units named abroad will transfer back to CSU campuses, and any financial aid students received in CaUfomia can be applied to overseas study."
1331,8,6,"TXT",8,0,0,"The cost of a year of overseas study for a student dspends on the cost of living in the country. It ranges from 94,500 for a year in Mezko to 98,000 for a year in Danmark, according to Joanns LeBaron, this yearâ€™s Alumni Assistant for the program."
1332,8,6,"TXT",9,0,0,"â€œIt also depends on the extracurricular activities that go along with studies,â€ shsadded."
1333,8,6,"TXT",10,0,0,"White and LeBaron both said a ymr of study at a foreign university impresses proqwctive empk>3rers and helps students get into graduate schools."
1334,8,6,"TXT",11,0,0,"Experience in a foreign culture and in foreign studies is something most people donâ€™t have, LeBaron stressed."
1335,8,6,"TXT",12,0,0,"Students whose majors and career goals would best coordinate with overseas university study programs are most likely to be accepted to the international study program, LeBaron said."
1336,8,6,"TXT",13,0,0,"To bs chosen for the program, students must apply and are then interviewed, indents who want to study at universities in Spain, France, Peru or Brazil must have two years of college study in the countryâ€™s language. Students going to Japan, New Zealand, Denmark, and some other countries do not have to have any experience in foreign language."
1337,8,6,"TXT",14,0,0,"TTie application deadline for the foreign study program in Feb. 9. Applications are available in the International Programs office in Room 211 in the Dexter Library Building. Interested students can drop by the office or call 546-2915."
1338,8,7,"HL",0,0,0,"Anti-nukes demo inefficiency"
1339,8,7,"TXT",1,0,0,"On Monday, Jan. 17 and â€™Tuesday, Jan. 18, from noon to 1 p.m.. People Genwating Energy will hold a Lenx>nstration (a â€œDiablo is a lemonâ€ demonstration), to show the economic consequences of the Diablo Canyon Nuclear Power Plant."
1340,8,7,"TXT",2,0,0,"TTm Lemonstration, which will occur at Pacific Gas & Electricâ€™s San Luis Obispo office at 849 Monterey St., will oppoee ratepaywsâ€™ support of Diablo Canyon."
1341,8,7,"TXT",3,0,0,"Mismanagement, design flaws, poor construction practices and the expenses inherent in nuclear power have driven the cost of the plant up to 93 billion from an original figure of 9315 million, according to P.G.AE."
1342,8,7,"TXT",4,0,0,"â€œWith electrical demand dropping, unprecedented conservation by consumers, reserve margiiu about 15 percent over accepted levels, and the cost of the plant going aky high, the riectridty from Diablo Cimyon would be proliibitively expensive and unnecessary,â€ said Manny Mansbach, a spokesperson for People Generating Energy. â€œPromisee of power too che^i to meter have proven totally imtrue.â€"
1343,8,7,"TXT",5,0,0,"According to the Wall St. Journal (Aug. 11, 1982), rate increasee of 20 peroent-60 percent have been commonplace in other areas of the country where nuclear plants have recently gone into the rats bass. 17Â» Edison Electric Institute recently reported that peak s\umner risctrical use, a key measure of power demand, has gone down for the first time in nearly 40 years, leaving the industry with a surplus generating capacity of 38.7 percent, t^ highest since 1938. i"
1344,8,7,"TXT",6,0,0,"Fresh lemondade will be sold at the Lemonstration. For more information on this event call 543-8402."
1345,9,0,"PL",0,0,0,"MusUneDaNy Mofiday, January 17.1M3"
1346,9,0,"PL",0,0,0,"Sporn"
1347,0,0,"B",0,0,0,
1348,9,0,"PL",0,0,0,"i Piiotos Dy Ton) viskocii"
1349,0,0,"B",0,0,0,
1350,9,8,"HL",0,0,0,"Warheads vs. dirt clods"
1351,9,8,"HL",0,0,0,"Men host one-sided WW Hi"
1352,9,8,"BL",0,0,0,"by Mark Oang"
1353,9,8,"BL",0,0,0,"StaH Writer"
1354,9,8,"TXT",1,0,0,"If Ronald Reagan is serious about cutting the nation's defense spending he ought to consider using the Cal Poly menâ€™s basketball team as an inexpensive deterrent to nuclear attack."
1355,9,8,"TXT",2,0,0,"In twenty minutes of action during Friday night's CCAA opener against UC Riverside, the Mustangsâ€™ 1-2-2 zone allowed just two field goals and limited the Highlanders to fifteen percent shooting."
1356,9,8,"TXT",3,0,0,"But, just when it looked like a blow-out the Highlanders put on an all-out frontal attack. Using a full-court press, UCR scored the first ten points of the second half to cut Poly's lead to 26-18."
1357,9,8,"TXT",4,0,0,"A quick Poly time-out cooled off the visitors and the Mustang lead got no smaller than six points as Ernie Wheeler's troops held off UCR for a 46-37 win."
1358,9,8,"TXT",5,0,0,"While UCR was shooting fifteen percent in the first half. Poly wasnâ€™t much better (thirty-three percent!. In fact, UCR outshot Poly for the game â€” 38.1 to 37.8."
1359,9,8,"TXT",6,0,0,"The scoring difference came in the free throw department where the Mustangs outscored the Highlanders 18-5. Most of those came late in the game. '"
1360,9,8,"TXT",7,0,0,"Highlander head coach John Masi said the dif-"
1361,9,8,"TXT",8,0,0,"ferenctf in the game was experience. â€œWe have two guys who have played in the CCAA before. When you have a lot of young guys they don't know what to expect. You canâ€™t be kickback and laissez-faire in this league."""
1362,9,8,"TXT",9,0,0,"You can't win with only four players scoring either. Chris ^ntie and James Fontenette got their averages with 13 and 12 points, respectively, but no one else got more than 6."
1363,9,8,"TXT",10,0,0,"Polyâ€™s scoring was balanced as usual. Jim Van Winden and Tom Perkins each scored 8 points to lead the Mustangs."
1364,9,8,"TXT",11,0,0,"On Saturday night the Mustangs fac^ a markedly different team, accord-"
1365,9,0,"AT",0,0,0,"COMPLETE DENTAL CHECK-UP FOR STUDENTS AND FACULTY"
1366,9,0,"AT",0,0,0,"$25.00 "
1367,9,0,"AT",0,0,0,"SPECIAL OFFER INCLUDES:"
1368,9,0,"AT",0,0,0,"â€¢ All NeceViOfy X foy^ â€¢Cleonmg ^"
1369,9,0,"AT",0,0,0,"â€¢ Complete Inf'ro Orol Exammolton I â€¢Qiognosis and Corsulâ€™ot'on"
1370,9,0,"AT",0,0,0,"I O'.i* h â€¢"
1371,9,0,"AT",0,0,0,"CALI* 481-CARE E. Michael Strhula, D.D.S Family and Cuemctic Dentistry"
1372,9,0,"AT",0,0,0,"Otk f wk IM6V BrtocliSi I ArroyÂ« (rrtiMk, CA"
1373,9,0,"AT",0,0,0,"I NÂ«iioRMÂ«n"
1374,9,0,"AT",0,0,0,"|S(U Â»â€¢ i Hfs ^''(Â» N'** U /f < h (in Â»â€¢ li r< â€¢ A E ^"
1375,0,0,"B",0,0,0,
1376,0,0,"B",0,0,0,
1377,9,0,"AT",0,0,0,"PEACE"
1378,9,0,"AT",0,0,0,"&"
1379,9,0,"AT",0,0,0,"QUIET"
1380,9,0,"AT",0,0,0,"to study and dine"
1381,9,0,"AT",0,0,0,"Howard Johnson's Conference Room 7 days a week, 6 A.M. - Midnight"
1382,9,0,"AT",0,0,0,"$2.25 -I- FREE COFFEE"
1383,9,0,"AT",0,0,0,"(groups of 4 or more-free ice cream $.65 value)"
1384,9,0,"AT",0,0,0,"SOUP -I- Va SAND."
1385,9,0,"AT",0,0,0,"_OR SALAD BAR OR SOUP + SALAD Tuesday - Taco & Margarita .99f ea."
1386,9,0,"AT",0,0,0,"HOWARD JOHNSONâ€™S 544-6555 -Hwy 101 at Los Osos Valley Road."
1387,9,8,"TXT",12,0,0,"ing to head coach Ernie Wheeler. â€œRiverside is a quick team but Pomona is bigger and stronger,"" he said after Fridayâ€™s win."
1388,9,8,"TXT",12,0,0,"No matter. The"
1389,9,8,"TXT",13,0,0,"Mustangs adjusted well enough to register a 72-60 win behind a balanced scoring attack, led by senior guard Alex l,ambertson with 19 points, Pat Fracisco with 12 and Tom Perkins with 11."
1390,9,8,"TXT",13,0,0,"After the firat weekend of league play, the Mustangs are 12-4 overall, 2-0 in the CCAA."
1391,9,8,"TXT",14,0,0,"Next week, the"
1392,9,8,"TXT",14,0,0,"Mustangs hit the road for the first time in a month, going to Northridge and Los Angeles for conference games."
1393,9,8,"PH",0,0,0,"Mike Franklin gets part of a rebound agains* UC Riverside Friday night. He had four on the night, helping Poly to a 46-37 win.__________"
1394,9,0,"AT",0,0,0,"Recycle the Daily Recycle the Daily"
1395,9,0,"AT",0,0,0,"DAILY LUNCHEON"
1396,9,0,"AT",0,0,0,"SPiCIALS"
1397,9,0,"AT",0,0,0,"10:30-4 PM"
1398,9,0,"AT",0,0,0,"374 Santa Rosa San Luis Obispo"
1399,9,0,"AT",0,0,0,"543-2363"
1400,9,0,"AT",0,0,0,"driv* In"
1401,10,0,"NA",0,0,0,")10"
1402,10,0,"PL",0,0,0,"Mustang DaNy Monday, Jamiaiy 17,1M3"
1403,10,0,"NA",0,0,0,"AFrCÃ„ AU."
1404,10,0,"NA",0,0,0,"IN Â«V aAcuPACa. ^"
1405,10,0,"NA",0,0,0,"My fcWNCrt â€¢> A StÃ­OArifteo^^SS^ BiT"
1406,10,0,"NA",0,0,0,"1 frer 4 MrAÂ»-i A"
1407,10,0,"NA",0,0,0,"U^dEK"
1408,10,0,"NA",0,0,0,". es* ."
1409,10,0,"NA",0,0,0,"fiOi/auAÃ„rÃ„^"
1410,10,0,"NA",0,0,0,"Ã CA/U CAT AT"
1411,10,0,"NA",0,0,0,"rne ^AnOt/>i-**"
1412,10,0,"NA",0,0,0,"PLANT, Ã¬TliTA Ã³rtÃ¬ANPf ereAjA, THÃŸ iyvAÂ«"
1413,10,0,"NA",0,0,0,"Trtif STi/OE^T"
1414,10,0,"NA",0,0,0,"AOVMil"
1415,10,0,"NA",0,0,0,"iCvNOy iJETTi A TÃ¶A/V P</T- ^ ,^TÂ»A/A VP k.'Ã­TH TÂ»tt5 1^/"
1416,10,0,"NA",0,0,0,"JvyT &0 K>TilÂ£ 0 ATI ON caÃ­itibA iN â€” 0,0."
1417,0,0,"B",0,0,0,
1418,10,0,"NA",0,0,0,".Cv>'"
1419,0,0,"B",0,0,0,
1420,10,0,"AT",0,0,0,"Practical Hair Shaping Cuslomliod Porins, Crootlvo Coloring"
1421,10,0,"AT",0,0,0,"All '"
1422,10,0,"AT",0,0,0,"Haircuts"
1423,10,0,"AT",0,0,0,"$2.00 OFF"
1424,10,0,"AT",0,0,0,"(Offer Good Thru 2-16-83)"
1425,10,0,"AT",0,0,0,"793 Higuera, San Luis Obispo"
1426,10,0,"AT",0,0,0,"FISH LOVER?"
1427,10,0,"AT",0,0,0,"Try one of four new fish dinners at"
1428,10,9,"HL",0,0,0,"Women attempt Upset Weekend, upset themselves"
1429,10,9,"BL",0,0,0,"by Mike Mathiaon"
1430,10,9,"NA",0,0,0,"SMNWtHar"
1431,10,9,"TXT",1,0,0,"There was very little hope, if any at all, for the Cal Poly womenâ€™s basketball team to vqpset No. 1 nationally ranked Cal Poly Pomona Saturday night down south in California Collegiate Athletic Association (CCAA) activity."
1432,10,9,"TXT",2,0,0,"So the Mustangs concentrated their collective efforts in upsetting UC-Uverside Friday evening in the CCAA opener for both teams. The Highlanders entered the contest ranked No. 8 in the nation in Division II."
1433,10,9,"TXT",3,0,0,"The girls talked all week about beating- Riverside. They knew they had a chance; and werenâ€™t just kidding themselves into believing they had a chance."
1434,10,9,"TXT",4,0,0,"But, it wasnâ€™t to be. The Highlanders, who led 40-34 at intermission, held off every Mustang second-half charge en route to a 77-69 win. Saturday night at Pomona, Poly went 0-2 in the CCAA standings as the Broncos whipped the visitors^ 93-47."
1435,10,0,"NA",0,0,0,"Piaasaaaapagall"
1436,10,0,"AT",0,0,0,"HE SCHBDULII! |"
1437,10,0,"AT",0,0,0,"'Poly Sport smM â– "
1438,10,0,"AT",0,0,0,"Vista Grande"
1439,10,0,"AT",0,0,0,"Dinner served from 4:00 to 8:00 pm."
1440,0,0,"B",0,0,0,
1441,10,0,"AT",0,0,0,"Jhif-"
1442,0,0,"B",0,0,0,
1443,10,0,"AT",0,0,0,"970 Higuera Street S444103 Lunch 11 AM to 3 PM Mon.-Sat. Dtnnars 5 PM Mon.-Sat Sun. 4:30 PM"
1444,10,0,"AT",0,0,0,"Bggf Ribs ft Produc# Chicken Dishes â€¢ Baef Kabobs Freeh Sea Food â€¢ New York Steak"
1445,10,0,"AT",0,0,0,"Fsauirtne one of tko most outstanding"
1446,10,0,"AT",0,0,0,"SALAD BARS"
1447,10,0,"AT",0,0,0,"on the Central Coast ^ttfor 9S Ito^^ta catering avoNable"
1448,10,0,"AT",0,0,0,"Foaturaa.. .Waaknight Spaelala"
1449,10,0,"AT",0,0,0,"Monday:Spaghetti Night Only 15.06 You got an extra helping of spaghetti, grilled garlic bread, all the salad you can devour."
1450,0,0,"B",0,0,0,
1451,10,0,"AT",0,0,0,"Tuesdar.3 BBO Baci-. RILÂ»"
1452,10,0,"AT",0,0,0,"Baked Potato, small sa.ad bar, cornbread Only 35 <k>"
1453,10,0,"AT",0,0,0,"Wodnoaday: Polynesian Night Polynesian stylo fish kabob or TerlyakI chicken Nice Pilaf, salad bar. (.-n japple. corn muOins. Only 5 9,"
1454,10,0,"AT",0,0,0,"Sea Pines Golf Course"
1455,10,0,"AT",0,0,0,"250 Howard Ave. Los Osos 528-1788"
1456,10,0,"AT",0,0,0,"IZOD HEADQUARTERS"
1457,10,0,"AT",0,0,0,"SHIRTS 100% Ragland Great Colors"
1458,10,0,"AT",0,0,0,"Only"
1459,10,0,"AT",0,0,0,"$iaso"
1460,0,0,"B",0,0,0,
1461,0,0,"B",0,0,0,
1462,0,0,"B",0,0,0,
1463,10,0,"AT",0,0,0,"'>9"
1464,10,0,"AT",0,0,0,"IZOD HEADQUARTERS"
1465,10,0,"AT",0,0,0,"BUY A SHIRT OR SWEATER PLAY 9 HOLES OF GOLF only $2.50"
1466,10,0,"AT",0,0,0,"Manâ€™a baakatbau"
1467,10,0,"AT",0,0,0,"Friday, Jan. 81 p.m."
1468,10,0,"AT",0,0,0,"Saturday, Jan. 82 Angeles 7:30 p.m."
1469,10,0,"AT",0,0,0,"y 6p at Cal State Northrldge 7:30 at Cal State Los"
1470,10,0,"AT",0,0,0,"Expires 1-31-82"
1471,10,0,"AT",0,0,0,"Woaaenâ€™a baakettMll"
1472,10,0,"AT",0,0,0,"Friday, Jan. 21 va. Cal State Northrldge 7-30 p.m."
1473,10,0,"AT",0,0,0,"Saturday, Jan. 82 vs. Cal State' Los Angeles 7:30 p.m."
1474,10,0,"AT",0,0,0,"Wrestling"
1475,10,0,"AT",0,0,0,"Wednesday, Jon. 19' vs. San Jose State 7:30 p.m."
1476,10,0,"AT",0,0,0,"Saturday, Jan. 22 ve. Stanford University 9 p.m."
1477,10,0,"AT",0,0,0,"Women's gymnastles"
1478,10,0,"AT",0,0,0,"Friday, Jan. 21 va. UCSB 7 p.m."
1479,10,10,"HL",0,0,0,"Intramurals"
1480,10,10,"HL",0,0,0,"Fere- and Bls-plajer voUerball"
1481,10,10,"TXT",1,0,0,"A mandatory meeting for menâ€™s and womenâ€™s leagues Is scheduled for Monday night, January 17 at 7 in Solanoe North, Room 202. Play begins Jan. 86."
1482,10,10,"TXT",1,0,0,"nlmwookay"
1483,10,10,"TXT",2,0,0,"Frustrated puck slappera, attend a mandatory meeting Monday night, Jan. 17 at 6 p.m. in Solenoe North, Room 202."
1484,10,10,"TXT",2,0,0,"Jaaa eserelse for eremen"
1485,10,10,"TXT",3,0,0,"Whoop It up beginning Friday, Jan. 21 In the Wrestling Room of the Main Oym, and keep It going every Monday, Wednesday and Friday from noon to 1 p.m."
1486,10,10,"TXT",3,0,0,"Bemsmber, the deadline Is 4 PJB., Jan. â€¢! for:"
1487,10,10,"TXT",4,0,0,"Tonnls / ehollsngs laddor toamnmsnt"
1488,10,10,"TXT",4,0,0,"Play begins Monday, Jan. 24, and participants will have priority on oourt'ressrvatlons."
1489,10,10,"TXT",5,0,0,"Baoqnstball donblos"
1490,10,10,"TXT",5,0,0,"Play goes for six weeks, and then playoffs."
1491,10,10,"TXT",6,0,0,"Play begins Monday, Jan. 24."
1492,10,10,"TXT",7,0,0,"Ortbbags"
1493,10,10,"TXT",7,0,0,"Double elimination play begins Tuesday, Jan. 26. Innortnbe baskettaU"
1494,10,10,"TXT",8,0,0,"Play begins Monday nights and Sunday afternoons. Fng-of-orar"
1495,10,10,"TXT",9,0,0,"inter by Friday, Feb. 11 at 4 p.m. Pre-llms are Saturday, Feb. 18, with final tugs Monday, Feb. 17."
1496,10,0,"AT",0,0,0,"Poly Rugby"
1497,10,0,"AT",0,0,0,"Saturday, Jan. 88 at â€¢Claremont Ip.m. â€¢atorday. Jam M es. â€¢Ooeldortol 1 pjÂ». Saturday, Fob. 8 at*U.S.C 1p.m."
1498,10,0,"AT",0,0,0,"Saturday, Fab. 18 at*LoyoU 1p.m."
1499,10,0,"AT",0,0,0,"â– atorday. Fob. M vs. *Fallerton 1 pA."
1500,10,0,"AT",0,0,0,"â€¢atorday, War. â–  vs *U.<U..A.agM ipjo. â€¢atorday. Mar. Mt va. â€¢Praaao Ipjo. â€¢atorday, Apr. â€¢ va.U.0JI.B. Xpjo."
1501,10,0,"AT",0,0,0,"Saturday, Apr. 0 at Santa Barbara Tourn."
1502,10,0,"AT",0,0,0,"â€¢atorday, Apr. â€¢â€¢ tolyBayal"
1503,10,0,"AT",0,0,0,"' T"
1504,11,0,"PL",0,0,0,"Mustang Daly Monday, Januaiy 17, IttS'"
1505,11,0,"NA",0,0,0,"S"
1506,11,0,"NA",0,0,0,"Pagali'"
1507,11,0,"PL",0,0,0,"Sports"
1508,0,0,"B",0,0,0,
1509,0,0,"B",0,0,0,
1510,11,0,"NA",0,0,0,". *"
1511,11,0,"NA",0,0,0,"\"
1512,11,11,"PH",0,0,0,"Lisa McAllister pauses to perform a moment of grace for the Cal Poly gymnastics team, as Poly hosted Chico State. ___________________________"
1513,11,11,"PH",0,0,0,"Coach Andy Proctor tells Pam Dickie how she did on the uneven parallel bars against Chico. Results of the meet will appear early this week. Photos by Amy Egbert"
1514,11,11,"HL",0,0,0,"CCA^ toughies loom ahead for womenâ€™s basketball"
1515,11,11,"TXT",1,-10,0,"From page 10"
1516,11,11,"TXT",2,-10,0,"The 4-12 Mustangs continue CCAA play this weekend when they host Cal State Northridge and Cal State Los Angeles Friday and Saturday nights, respectively. Both games are scheduled for 7:30 p.m. in the Main 03rm. Going into the Brst weekend of CCAA play, NOTthridge was ranked No. 15 in ^ Division II poll."
1517,11,11,"TXT",3,-10,0,"Versus Riverside, the Mustangs held All-everything Donna Hammond-Mares to 21 points and 11 rebotinds. Entering ths game, the talented Highlander senior"
1518,11,11,"TXT",4,-10,0,"was averaging 24.5 points and 13.6 rebounds. But, ac-coring to assistant coach Darla Wilson, itâ€™s not what Hammond-Mares did late"
1519,11,11,"TXT",5,-10,0,"in the game which hurt the Mustangs, itâ€™s what she didnâ€™t do-:foul out."
1520,11,11,"TXT",6,-10,0,"â€œShe had four fouls in the second half and then didnâ€™t get anything else called on her the rest of the game,"" Wilson said. â€œAnd there were times when she could have fouled out. In the second half alone, itâ€™s ^amazing they took 20 free throws and we only had two. â€™Theyâ€™re not that clean of a team.â€"
1521,11,11,"TXT",7,-10,0,"â€™The Highlanders were"
1522,11,11,"TXT",8,-10,0,"15-of-20 from the line in the second half, the Mustangs, were one-for-two. For the game. Riverside was 23-for-30. Poly five-for-nine."
1523,11,11,"TXT",8,-10,0,"Be that as it may, the Mustangs still had their chances in the second half to tie the game. They were within two a few times, but could never knot the scoft."
1524,11,11,"TXT",9,-10,0,"We just didnâ€™t get the bucket we needed at the right time,â€ Wilson said. â€œI thought we did a good job on Hammond-Mares. We held her to 21 points and thatâ€™s a pretty shallow performance for her.â€"
1525,11,11,"TXT",10,-10,0,"The Mustangs had five players score double"
1526,11,0,"AT",0,0,0,"MINI-CLASSES START JAN. 17"
1527,11,0,"AT",0,0,0,"(3) AEROBICS $15 Students/$20 Non-Students (1) DANCE FITNESS $15 Students/$20 Non-Students (1) SWIM-R-CIZE $15 Students/$20 Non-Students (1) SHOTOKAN KARATE OF AMERICA $35 Everyone"
1528,11,0,"AT",0,0,0,"(1) COUNTRY DANCE $20 Students/$20 Non-Students"
1529,11,0,"AT",0,0,0,"(2) MASSAGE $20 Students/$25 Non-Students (1) BEGINNING JUGGLING $10 Students/$12 Non-Students"
1530,11,0,"AT",0,0,0,"Tickets go on sale at the U.U. Ticket Office on Monday Jan. 10. Information on where and when the classes are held will also be at the ticket office. Cl<(ss s are limited so buy your tickets soonf"
1531,11,11,"TXT",10,-10,0,"figures. Ixeading the point production was Carolyn Crandall with 18. 'Kelly Ulrich â€¢ and Terrie MacDonald had 13 apiece, Michelle Harmeier added ' 12 and Nancy Hosken chip- ^ ped in 11. Hosken led the team with 13 rebounds."
1532,11,11,"TXT",11,-10,0,"'There wasnâ€™t a heck of a bt Poly could do against Pbmona. â€™The Broncos raised their record to 14-2. â€™niey are 1-0 in the CCAA."
1533,11,11,"TXT",12,-10,0,"â€œPomona is the best Divisbn II team in the nation,â€ Wilson said."
1534,11,11,"TXT",13,-10,0,"â€™The Bron^M shot 57 percent from the field (42-for-71). Thatâ€™s awesome. â€œIf there would have been a three-point line, Pomona would have made a dozen of them,â€ Wilson said. ""We were in Jackie"
1535,11,11,"TXT",14,-10,0,"Whiteâ€™s face all night and she hit jumpers from the sideline all night. You canâ€™t do a bt with that. We pushed as much as we could.â€"
1536,11,11,"TXT",15,-10,0,"â€œWeâ€™re not in Urge numbers,â€ Wilson said of the Mustangs, who are now down to eight pbyers. Kathy Ferguson is out of actbn for at least three weeks because of a stress fracture in her right foot. â€œAnd everyone did expend themselves at Riverside bst night. I think that had a bt to do with our performance against Pomona.â€"
1537,11,11,"TXT",16,-10,0,"Ulrich led ths Mustangsâ€™ in scoring against Pomona with 18. She also pulled in eight rebounds. 'Hiat tied Hosken for the team high. Harmeier had seven"
1538,11,11,"TXT",17,-10,0,"caroms, whib MacDonald and Alison Walker pulled in six apiece. Crandall had 14 points."
1539,11,0,"AT",0,0,0,"OlMlaliMr: Advertising material"
1540,11,0,"AT",0,0,0,"prinlad herain solely lor Inlollnstlonal purpoeee. Such printing la not to be construed as an expressed or Implied endorsement or vertllcatlon ol such commercial ventures by Ibe JournsHam Dspartment or CaHtomla Potytecbnlc Slats University, San Luis Obispo."
1541,11,0,"AT",0,0,0,"Published tlva llmaa a wees during the academic year except holidays and exam periods by the Journalism Dspartment."
1542,11,0,"AT",0,0,0,"Printad by students maloring In Qraphic Cornmunicatlons."
1543,11,0,"AT",0,0,0,"Opinions sxpeesaed In this paper In signed aditorlala and articlaa am ths views ol the writer and do not necessarily represent the opinions ol the Stan or tha views ol the Journalism Department nor oHlclal opinion. Unsigned editortala mhect the ma|onty view ol ths Muslaitg Dally ErHlonal Board."
1544,11,0,"AT",0,0,0,"Atmialed with Header's Digest Fund and San FraiKlaGO Examiner Benellt Fund. Member Calllornia Inter-coHsglate Press Association. Member ol Associated Pmsa."
1545,11,0,"AT",0,0,0,"Arhmrtlslitg rales on requesL S4S-1144, or Mustang DaHy olflca, QrapMc Arts BuHdlng, Horn 3M."
1546,0,0,"B",0,0,0,
1547,0,0,"B",0,0,0,
1548,0,0,"B",0,0,0,
1549,11,0,"AT",0,0,0,"Mary Bostwick"
1550,11,0,"AT",0,0,0,"now with Jason'StHair House"
1551,11,0,"AT",0,0,0,"Mary's Special Offerâ€”"
1552,11,0,"AT",0,0,0,"Cutsâ€” Men $10 reg. Women $14 reg."
1553,11,0,"AT",0,0,0,"15 20"
1554,11,0,"AT",0,0,0,"Permsâ€”(Includes cut) $45 reg. -"
1555,11,0,"AT",0,0,0,"55-70"
1556,11,0,"AT",0,0,0,"Hennaâ€” $20 reg."
1557,11,0,"AT",0,0,0,"25 Free consultation"
1558,11,0,"AT",0,0,0,"1228 Broad St., S.L.O. Call soon for appt."
1559,11,0,"AT",0,0,0,"Mary's special offer good thru 3/1/83"
1560,11,0,"AT",0,0,0,-1299
1561,11,0,"AT",0,0,0,"Classifi^"
1562,11,0,"AT",0,0,0,"ShMlpnt, fseuNy 5 staN dally ralaa are S2.00 lor a 3 Hue minimum and .50a lor each ad-dMonal Hne. Weakly ralaa are MJX) lor the 3 Hne minimum and 32.00 lor oach additional Hno. Strain aaaloW campua raloa are alao avaHaMa."
1563,11,0,"AT",0,0,0,"PayaMa by chock only to Muatang DaHy, QNC BMg. Rm. 223."
1564,11,0,"AT",0,0,0,"WANTED APPLE COMPUTER 40K pliia, naw or uaod. Call 549-OlOO(avanlnga) (1-20)"
1565,11,0,"AT",0,0,0,"FOUND â€¢ Car kaya, eat of two with liny light attached. Call 54M107. (1-17)"
1566,11,0,"AT",0,0,0,"TYPING BEST RATES, FAST. SERVICE. NANCY 5444512 45."
1567,11,0,"AT",0,0,0,"(1-18)"
1568,11,0,"AT",0,0,0,"R&R TYPING (RONA) Â»4:30. M-Sat, 544-2501"
1569,11,0,"AT",0,0,0,"13-11)"
1570,11,0,"AT",0,0,0,"TYRNG SERVICE. 543-1205 _______________________(3-11)"
1571,11,0,"AT",0,0,0,"TYPING-Exparlancad. Feat and accurata. NÃ¨ar campua. Geneva"
1572,11,0,"AT",0,0,0,"DIRECT-MAIL MARKETING Information Recording Call 24 hraâ€”541-2437"
1573,11,0,"AT",0,0,0,"Blair, 479 Highland, raaaonabla. 5434550."
1574,11,0,"AT",0,0,0,"Prica"
1575,11,0,"AT",0,0,0,"(3-10)"
1576,11,0,"AT",0,0,0,"(2-2)"
1577,11,0,"AT",0,0,0,"COUNTRY WESTERN DANCE CLASSES. Aggla atomp awing, 27 atap, 2-atap, cotton-ayad Joa, ate. No patinar ncadad 541-6043. (1-21)"
1578,11,0,"AT",0,0,0,"Worat-Happy 21 at. Mayba yourâ€™ia not ao bad after all 1 love you. Your Only baby. (1-17)"
1579,11,0,"AT",0,0,0,"Loal ladlaa qoM Seiko watch on 1-10. Reward Ptaaae C4U Col-lact 0943678."
1580,11,0,"AT",0,0,0,"V (118)"
1581,11,0,"AT",0,0,0,"BUSINESS ACCOUNTING MAJORS. Sign up January 28 to In-tarviaw with UARCO. Southern California baaed Bualnaaa Forma Manufacturer. A G(X>D CAREER."
