"Function Key: TXT = article text; HL = headline; BL = byline; PH = photo caption/information; ME = meta directives outside of an article; NA = unintelligible; NP = nameplate; PI = publication information; B = blank; AT = advertisement text; MH = masthead; BQT = block quote text; BQA = block quote attribution; CN = comic strip title; CT = comic strip text",,,,,,,
"LINE","PAGE # TEXT IS ON (1 for front page, 0 if unintelligable)","ARTICLE NUMBER (use 0 if outside of text of any article/letter)","FUNCTION (see key above)","PARAGRAPH NUMBER (start with the first content paragraph, 0 if not part of the main text)","JUMP (if line contains a ""jump to"" directive, it's the page target. If it's a ""jumped from"" directive then the negative (-) of the soure page. otherwise 0)","AD #. If line is part of advertisement, it is the number of the ad. Start from top left column. 0 otherwise.","SCANNED TEXT"
215,3,0,"AT","0",0,2,"•	Taco Bar"
216,3,0,"AT","0",0,2,"•	Chicken Strips"
217,3,0,"AT","0",0,2,"•	Grilled Sandwiches"
218,3,0,"AT","0",0,2,"• Charbroiled Hamburgers"
219,3,0,"AT","0",0,2,"•Custom"
220,3,0,"AT","0",0,2,"Sandwiches"
221,3,0,"AT","0",0,2,"Sandwich Plant 10:30-4:00"
222,3,0,"AT","0",0,2,"•	Custom Sandwiches"
223,3,0,"AT","0",0,2,"•	Croissant Sandwiches"
224,3,0,"AT","0",0,2,"•	Fast Ready"
225,3,0,"AT","0",0,2,"togo"
226,3,0,"AT","0",0,2,"Sandwiches"
227,3,0,"AT","0",0,2,"The Express Window"
228,3,0,"AT","0",0,2,"•	Hot Dogs"
229,3,0,"AT","0",0,2,"•	Beverages"
230,3,0,"AT","0",0,2,"•	Snacks"
231,3,0,"B","0",0,2,
232,3,0,"B","0",0,2,
233,3,0,"B","0",0,2,
234,3,0,"B","0",0,2,
235,3,0,"B","0",0,2,
236,3,0,"AT","0",0,2,"Snack Bar & Sandwich Plant also offer"
237,3,0,"AT","0",0,2,"• Fresh Baked Pastries	• Desserts	• Yogurt"
238,3,0,"AT","0",0,2,"Hot and Cold Beverages	• Salads	• Soup"
239,3,0,"AT","0",0,1,"EIGdííoI BcxDkstore"
240,4,0,"AT","0",0,1,"When it comes to copying, We’ve got the Right Stuff!"
241,4,0,"AT","0",0,1,"fOOR MCNARVS OQP^ CCNIER"
242,4,0,"AT","0",0,1,"THB FA8TI8T OOP1B18 H TOWV"
243,4,0,"AT","0",0,1,"850 Foothill • University Square • 7 till Midnight • 541-COPY"
244,4,0,"PI","0",0,0,"Tuesday, September 27, 1988 Mustang Daily"
245,4,10,"HL","0",0,0,"Bulimia linked to hormone level"
246,4,10,"BL","0",0,0,"By Laura Fleischer"
247,4,10,"BL","0",0,0,"Staff Writer"
248,4,0,"AT","0",0,2,"UGARLESS HACK"
249,4,0,"AT","0",0,2,"and HEALTHY HAVEN RESTAURANT"
250,4,0,"AT","0",0,2,"486 Marsh St. SLO Open 10am to 10pm"
251,4,0,"AT","0",0,2,"ATTENTION: ICE CREAM AND YOGURT LOVERS"
252,4,0,"AT","0",0,2,"""Sugarfree & Fatfree'* Skinny Lite."
253,4,0,"AT","0",0,2,"Only 11.5 cal per fl. oz Frozen Dairy Dessert"
254,4,0,"AT","0",0,2,"'""It Doesn't Have to he Fattening to he fantastic!"""
255,4,10,"TXT","1",0,0,"The results of a study on bulimia published in the Sept. 15 issue of the New England Journal of Medicine will not affect the treatment of bulimia victims at Cal Poly, said a mental health nurse at the Cal Poly Health Center."
256,4,10,"TXT","2",0,0,"The study, conducted by Drs. Rodger Liddle and Thomas Geracioti Jr. concluded that there is an association between women suffering from bulimia and a gastrointestinal hormone which induces a feeling of fullness."
257,4,10,"TXT","3",0,0,"“What we have at this point is an association where bulimics have low levels of a hormone,” Liddle said in a telephone interview. “It’s the first indication that there may be a hormonal abnormality involved. Bulimia is certainly a very complicated il-"
258,4,10,"TXT","3",0,0,"lness.”"
259,4,10,"TXT","4",0,0,"Bulimia, an eating disorder characterized by uncontrollable binge eating, is estimated to affect one in 10 to one in six college women ages 18 to 24."
260,4,10,"TXT","5",0,0,"In the study, 14 bulimics were compared to a 10-member control group. Those suffering from bulimia were found to have lower levels of the hormone cholecystokinin than those in the control group."
261,4,10,"TXT","6",0,0,"Rita Rich, mental health nurse at the Cal Poly Health Center, said she feels that although the study’s conclusion is based on legitimate facts, it is generally inconclusive at this time due to the limited number of people tested."
262,4,10,"TXT","7",0,0,"“I think that it is probably something we need to continue to look at,” Rich said."
263,4,10,"TXT","8",0,0,"The study also found that antidepressant treatment helped some bulimics and raised their"
264,4,10,"TXT","8",0,0,"levels of the hormone."
265,4,10,"TXT","9",0,0,"“There are a number of women who are depressed as well as bulimic, but that isn’t true with all of them,” Rich said."
266,4,10,"TXT","10",0,0,"Rich said she feels that factors in the cause of the disease can be sociological as well as psychological and are frequently related to poor self-esteem."
267,4,10,"TXT","11",0,0,"The treatment of bulimic students at Cal Poly includes nutritional assessment and planning, a physical exam, individual counseling, group counseling and in some cases, antidepressants."
268,4,10,"TXT","12",0,0,"Liddle said there are still many unanswered questions as to why the hormone level was low to begin with and why it improved with antidepressants."
269,4,11,"TXT","13",0,0,"“We need to look at a larger number of patients ... at other treatments ... at patients with other types of eating disorders,” Liddle said."
270,4,0,"AT","0",0,2,"I SUGARLESS SHACK and HEALTHY HAVEN RESTAURANT"
271,4,0,"AT","0",0,2,"New Yogurt Lite & Improved Skinny Lite"
272,4,0,"AT","0",0,2,"FREE SMALL CONE"
273,4,0,"AT","0",0,2,". (W/ANY BAGEL SANDWICH PURCHASE)"
274,4,0,"AT","0",0,2,"486 Marsh St."
275,4,0,"AT","0",0,2,"EXP 1/10"
276,4,0,"AT","0",0,3,"Textbook refunds"
277,4,0,"AT","0",0,3,"Friday, October 7"
278,4,0,"AT","0",0,3,"EIGsnoJßl^BookstDie"
279,4,0,"AT","0",0,3,"RISERVI OrriCERS' TRAIHIHG CORPS"
280,4,0,"AT","0",0,3,"Start practicing for the real world."
281,4,0,"AT","0",0,4,"IBM PS/2 BONANZA II"
282,4,0,"AT","0",0,4,"The IBM Personal System/2 is being offered now at a special promotional price. Visit El Corral Bookstore to see the system that is right for today and ready for tomorrow."
283,4,0,"AT","0",0,5,"BELIEVE IT OR NOT, THIS GUT IS IN CLASS."
284,4,0,"AT","0",0,5,"If you'r* looking for •xcitemont and advmt-tura, youll find it when you enroll in Army ROTC. R’a not your ordinary college elective."
285,4,0,"AT","0",0,5,"Find out more. Contact Larry Stayton,"
286,4,0,"AT","0",0,5,"Dexter Room 118. Or call 786-ROTC."
287,4,0,"AT","0",0,5,"ARMY ROTC"
288,4,0,"NA","0",0,0,"miminncQuia"
289,4,0,"NA","0",0,0,"OOlIRSimCilTlIL"
290,5,0,"PI","0",0,0,"MusTong uaiiy mesday. September 27,1988 5"
291,5,0,"SH","0",0,0,"Sports"
292,5,11,"PH","0",0,0,"DARRELL MIHO/Mu«lan0 Dally"
293,5,11,"HL","0",0,0,"‘Terminator’ Carey Defensive stalwart"
294,5,11,"TXT","1",0,0,"Tom Carey, defensive lineman for the Cal Poly Mustangs, was named the Western Football Conference’s Defensive Player of the Week."
295,5,11,"TXT","2",0,0,"The 6-2, 233-pound senior, had 11 tackles Saturday night against Angelo State, seven of which were solo and several that were for 50 negative yards."
296,5,11,"TXT","3",0,0,"Carey State"
297,5,11,"TXT","3",0,0,"Mickey Russell well acquainted recorded 4 sacks."
298,5,11,"TXT","4",0,0,"On the year the second tackier for the with 20 tackles."
299,5,11,"TXT","5",0,0,"Carey was named to the WFC All-Conference second team last season for his defensive prowess."
300,5,11,"TXT","3",0,0,"and Angelo quarterback became as Carey"
301,5,11,"TXT","4",0,0,"Carey is leading Mustangs"
302,5,12,"HL","0",0,0,"Big Ben Busted"
303,5,12,"TXT","1",0,0,"SEOUL, South Korea (AP) — Canadian Olympic champion Ben Johnson tested positive for anabolic steroids after breaking the world record in the 100-meter dash, the International Olympic Committee’s medical commission said Tuesday. Johnson’s manager said it was a mistake or sabotage."
304,5,12,"TXT","2",0,0,"Dr. Gustavo Tuccimei, president of the Italian Sports Doctors Association and a member of the medical commission, said the IOC executive board was given the test result late Monday night and was to decide Tuesday what action to take."
305,5,12,"TXT","3",0,0,"’’The only thing we can say at this stage is that it is a tragedy, a mistake or a sabotage,” Johnson’s manager, Larry Heidebrecht, said. “Up to five"
306,5,12,"TXT","3",0,0,"days before the race, Ben was in perfect condition. Something has happened in those days."
307,5,12,"TXT","4",0,0,"”We do not know what happened and how it happened, but apparently somebody has sabotaged Ben and we will find out who it was and how it was done.”"
308,5,12,"TXT","5",0,0,"Johnson won his long-awaited showdown with American rival Carl Lewis on Saturday in an astonishing 9.79 seconds, four-hundredths of a second under his own world record set at the 1987 world championships in Rome. Lewis was second in an American-record 9.92 seconds."
309,5,12,"TXT","6",0,0,"If Johnson is disqualified, it could open the way for Lewis to be awarded the gold medal, reviving his bid to win an unprecedented four gold medals in two successive Olympics."
310,5,0,"AT","0",0,1,"Students, faculty & staff can om rasB on OLO Tram nuses ANVWNBRB In San Luis OMspol"
311,5,0,"AT","0",0,1,"SNOW YOUR ID a RIDS PRSBI"
312,5,0,"AT","0",0,1,"For more information CALL 541-BUSS"
313,5,0,"AT","0",0,2,"at"
314,5,0,"AT","0",0,2,"Copeland’s Sports"
315,5,0,"AT","0",0,2,"NEW BALANCE RUNNING SHOES"
316,5,0,"AT","0",0,2,"new balance*"
317,5,0,"NA","0",0,2,475
318,5,0,"AT","0",0,2,"Durable IVA midsol«. SHght blemished. If perfect"
319,5,0,"AT","0",0,2,"SSI"
320,5,0,"AT","0",0,2,"54?-?"
321,5,0,"AT","0",0,2,"new balance"
322,5,0,"NA","0",0,2,675
323,5,0,"AT","0",0,2,"Comprettlon molded EVA midtole."
324,5,0,"AT","0",0,2,"Sold in 1987 for"
325,5,0,"AT","0",0,2,"$70"
326,5,0,"AT","0",0,2,"new balance"
327,5,0,"NA","0",0,2,990
328,5,0,"AT","0",0,2,"Pigskin t nylon mesh upper sold in 1987 for"
329,5,0,"AT","0",0,2,"$100"
330,5,0,"AT","0",0,2,"AQ99"
331,5,0,"AT","0",0,2,"A PAIR"
332,5,0,"AT","0",0,2,"WOMEN'S SPECIALS"
333,5,0,"AT","0",0,2,"AVIA W470 BLACK"
334,5,0,"AT","0",0,2,"Dual density EVA t PU midtoie. sold in 87 for"
335,5,0,"AT","0",0,2,"$54"
336,5,0,"AT","0",0,2,"TIGER LADY CEL 100"
337,5,0,"AT","0",0,2,"ASKS cel In midsole."
338,5,0,"AT","0",0,2,"SOM In 1987 for"
339,5,0,"AT","0",0,2,"$52"
340,5,0,"AT","0",0,2,"PUMA LADY AERIAL"
341,5,0,"AT","0",0,2,"Garment leather upper with EVA midsoie"
342,5,0,"AT","0",0,2,".AVIA LADY"
343,5,0,"AT","0",0,2,"YOUR"
344,5,0,"AT","0",0,2,"CHOICE"
345,5,0,"AT","0",0,2,"54?J!"
346,5,0,"AT","0",0,2,"ADIDAS MICRO PACER"
347,5,0,"AT","0",0,2,"Tri-den«itv pre-molded midtole."
348,5,0,"AT","0",0,2,"SOM In 1987 for $120"
349,5,0,"AT","0",0,2,"PAIR OR"
350,5,0,"AT","0",0,2,"CONVERSE AB-M 600"
351,5,0,"B","0",0,2,
352,5,0,"AT","0",0,2,"A PAIR FOR"
353,5,0,"AT","0",0,2,"CHILDREN'S I WOMEN'S"
354,5,0,"AT","0",0,2,"ADIDAS JR"
355,5,0,"AT","0",0,2,"TIGER LADY"
356,5,0,"AT","0",0,2,"PRINCE SPECTRUM"
357,5,0,"AT","0",0,2,"PuH grain leather upper. SoM In 1987 for"
358,5,0,"AT","0",0,2,"$40"
359,5,0,"AT","0",0,2,"HI"
360,5,0,"AT","0",0,2,"TRANSTAR"
361,5,0,"AT","0",0,2,"Dual demity midtole with padded collar"
362,5,0,"AT","0",0,2,"NIKE LADY RACOUETTB"
363,5,0,"AT","0",0,2,"9ll8tt1/3-8 oniy. SoM In 1988"
364,5,0,"AT","0",0,2,"for"
365,5,0,"AT","0",0,2,"YOUR CHOICE"
366,5,0,"AT","0",0,2,"24?2"
367,5,0,"AT","0",0,2,"PAIR OR"
368,5,0,"B","0",0,2,
369,5,0,"AT","0",0,2,"PAIR FOR"
370,5,0,"AT","0",0,2,"$40"
371,5,0,"AT","0",0,2,"EXERCISE"
372,5,0,"AT","0",0,2,"PACinC 110 DELUXE BARBELL SET"
373,5,0,"AT","0",0,2,"With S Dehiae Chrome Bar"
374,5,0,"NA","0",0,2,4999
375,5,0,"AT","0",0,2,"smi^"
376,5,0,"AT","0",0,2,"ASS0CIAT80"
377,5,0,"AT","0",0,2,"¥Y»acler"
378,5,0,"AT","0",0,2,"R4S0"
379,5,0,"AT","0",0,2,"89»»"
380,5,0,"AT","0",0,2,"BnUai."
381,5,0,"AT","0",0,2,"TITAN"
382,5,0,"AT","0",0,2,"INCUNE"
383,5,0,"AT","0",0,2,"BENCH"
384,5,0,"AT","0",0,2,"Great starter Bench"
385,5,0,"AT","0",0,2,"19»»"
386,5,0,"AT","0",0,2,"ATHLETICS"
387,5,0,"AT","0",0,2,"SOCCER"
388,5,0,"AT","0",0,2,"site A Synthetic Leather"
389,5,0,"AT","0",0,2,"10»»"
390,5,0,"AT","0",0,2,"100% COTTON JERSEY"
391,5,0,"AT","0",0,2,"CYCLE"
392,5,0,"AT","0",0,2,"with 40 LB. Ptywheel"
393,5,0,"NA","0",0,2,14999
394,5,0,"AT","0",0,2,"RAWUNGS"
395,5,0,"AT","0",0,2,"NEL"
396,5,0,"AT","0",0,2,"OR"
397,5,0,"AT","0",0,2,"LEATHER"
398,5,0,"AT","0",0,2,"14»»"
399,5,0,"AT","0",0,2,"SPORTSWEAR"
400,5,0,"AT","0",0,2,"workout 8 coverupt."
401,5,0,"AT","0",0,2,"Choote from a food leiectloH of coMrt"
402,5,0,"AT","0",0,2,"24»»"
403,5,0,"AT","0",0,2,"lOCfel"
404,5,0,"AT","0",0,2,"oraw"
405,5,0,"B","0",0,2,
406,5,0,"AT","0",0,2,"Attorted ttyiet to choote from"
407,5,0,"AT","0",0,2,"29"""
408,5,0,"AT","0",0,2,"THREE DAYS ONLY!"
409,5,0,"AT","0",0,2,"BONUS COUPONS"
410,5,0,"AT","0",0,2,"EXTRA"
411,5,0,"AT","0",0,2,"10%"
412,5,0,"AT","0",0,2,"EXTRA"
413,5,0,"AT","0",0,2,"10%"
414,5,0,"AT","0",0,2,"EXTRA"
415,5,0,"AT","0",0,2,"10%"
416,5,0,"AT","0",0,2,"9/J7-29"
417,5,0,"AT","0",0,2,"9 27 291"
418,5,0,"AT","0",0,2,"EXTRA"
419,5,0,"AT","0",0,2,"10%"
420,5,0,"AT","0",0,2,"PFF"
421,5,0,"AT","0",0,2,"9 27 29"
422,5,0,"AT","0",0,2,"Al."
423,5,0,"AT","0",0,2,"Each coupon may be applied to the purchase of any item in stock. Limit (5) coupons per person, one coupon per item. Coupons cannot be used for layaways or gift certificate. 3 days only."
424,5,0,"AT","0",0,2,"L W9 9CC9Rt VH* • MtttBff n*<"
425,5,0,"AT","0",0,2,"PtICfS COCO TNiU 10/S/M"
426,5,0,"AT","0",0,2,"Copeland^s Sports"
427,6,0,"AT","0",0,1,"Los Hermnos"
428,6,0,"AT","0",0,1,"AMryantas ■ Tacos a few Weicdos"
429,6,0,"AT","0",0,1,"PROGRESSIVE HAPPY HOUR"
430,6,0,"AT","0",0,1,"Monday-Friday"
431,6,0,"AT","0",0,1,"4pm-5pm Margaritas Liter $4.00"
432,6,0,"AT","0",0,1,"Glass $1.00 5pm-6pm Liter $5.00 Glass $1.50 6pm*7pm Liter $6.00 Glass $1.75"
433,6,0,"AT","0",0,1,"975 Osos"
434,6,0,"B","0",0,1,
435,6,0,"AT","0",0,3,"F O O TH I L L H A C I END A I"
436,6,0,"AT","0",0,3,"190 California Blvd ■"
437,6,0,"AT","0",0,3,"Large, Fully Furnished Apartments Private & Shared Rooms Available No Charge Reserved Parking"
438,6,0,"AT","0",0,3,"See Chús in Apt 102"
439,6,0,"AT","0",0,3,"546-0520 or 543-6819"
440,6,0,"AT","0",0,5,"Make Yourself a Home ..."
441,6,0,"AT","0",0,5,"Lloyd Wicker, naturally beautiful dining sets, rockers, dressers, and headboards."
442,6,0,"AT","0",0,5,"Rattan white wicker loveseats"
443,6,0,"AT","0",0,5,"Natural rattan core/steel frame four shelf eteg^e."
444,6,0,"AT","0",0,5,"Futons"
445,6,0,"AT","0",0,5,"M III"
446,6,0,"AT","0",0,5,"II III"
447,6,0,"AT","0",0,5,"ft*"
448,6,0,"AT","0",0,5,"L.	<^1"
449,6,0,"AT","0",0,5,"Full size 6"" with rattan"
450,6,0,"AT","0",0,5,"frame $249."
451,6,0,"AT","0",0,5,"Storage Systems"
452,6,0,"AT","0",0,5,"•Wiregrid Wall Systems •Cube Systems with shelving and glass doors •Closet storage baskets •Many other multifunctional accessories"
453,6,0,"AT","0",0,5,"Telescope Beach Chairs. 4 colors, the best."
454,6,0,"AT","0",0,5,135.95
455,6,0,"AT","0",0,5,"Houseplants"
456,6,0,"AT","0",0,5,"* -15 gallon in stock"
457,6,0,"AT","0",0,5,"$2 OFF."
458,6,0,"AT","0",0,5,"Furniture-All on sale starting with 3 pc. group $99."
459,6,0,"AT","0",0,5,"Seletjted chaise lounges 50%"
460,6,0,"AT","0",0,5,"i. OFF."
461,6,0,"AT","0",0,5,"And check"
462,6,0,"AT","0",0,5,"out the mbrellas!"
463,6,0,"AT","0",0,5,"C GARDENS)"
464,6,0,"AT","0",0,5,"OPEN 10-6,"
465,6,0,"AT","0",0,5,"7 days 1998 Santa Barbara St, SLO 541-3166"
466,6,0,"B","0",0,2,
467,6,0,"B","0",0,2,
468,6,0,"AT","0",0,2,"V"
469,6,0,"AT","0",0,2,"All you can eatn"
470,6,0,"AT","0",0,2,"All you can eat beef rib dinner with soup or salad, ranch beans and san Luis Sourdough for only $7.95. Wednesday nights only from"
471,6,0,"AT","0",0,2,"X 5:30- 9:00pm."
472,6,0,"AT","0",0,2,"^774 Higuera, in the Cellar of the Network ^	543-4488	^"
473,6,0,"AT","0",0,4,"VOICEMAIL"
474,6,0,"AT","0",0,4,"YOUR OWN ANSWERING SERVICE FOR $15 A MONTH!!"
475,6,0,"AT","0",0,4,"WITH TAS-COMM’s VOICEMAIL. THERE’S NO EQUIPMENT TO BUY. NOTHING TO INSTALL. YOU ARE ASSIGNED YOUR OWN LOCAL PHONE NUMBER. WHERE MESSAGES CAN BE DEPOSITED 24 HOURS/DAY. 7 DAYS/WEEK. USE YOUR OWN PRIVATE PASSWORD FOR COMPLETE CONFIDENTIALLITY. RETRIEVE YOUR MESSAGE FROM ANY TOUCH TONE PHONE. ANYWHERE."
476,6,0,"AT","0",0,4,"CALL TAS-COMM AT 543-5800 FOR DETAILS."
477,6,0,"AT","0",0,6,"ARE YOU PLANNING TO MEET THE GRADUATION WRITING REQUIREMENT BY TAKING THE WRITING PROFICIENCY EXAMINATION (WPE-formerly the JWT)?"
478,6,0,"AT","0",0,6,"September 30th Is the deadline to sign up for the fall quarter exam at the cashier's office in the administration building."
479,6,0,"AT","0",0,6,"WPE preparation workshops will be offered 9/27, 9/29, and 10/4 from 11AM to Noon in Science (52) B-5."
480,6,0,"AT","0",0,6,"Questions? Call Writing Skills at 756-2067 or visit our new office in the Agriculture Bldg. (10), Rm 130."
481,6,0,"AT","0",0,7,"uCREST CREST CREST CREST CREST"
482,6,0,"AT","0",0,7,"Qe"
483,6,0,"AT","0",0,7,"W)"
484,6,0,"AT","0",0,7,"Ui"
485,6,0,"AT","0",0,7,"QB"
486,6,0,"AT","0",0,7,"U"
487,6,0,"AT","0",0,7,"$"
488,6,0,"AT","0",0,7,":q"
489,6,0,"B","0",0,7,
490,6,0,"AT","0",0,7,"YOUR VERY O"
491,6,0,"AT","0",0,7,"ZZA!"
492,6,0,"AT","0",0,7,"Uj"
493,6,0,"AT","0",0,7,"OB"
494,6,0,"AT","0",0,7,"U"
495,6,0,"AT","0",0,7,"Uj"
496,6,0,"AT","0",0,7,"OB"
497,6,0,"AT","0",0,7,"U"
498,6,0,"AT","0",0,7,"goSE YOUR"
499,6,0,"AT","0",0,7,"8”"
500,6,0,"AT","0",0,7,"OB"
501,6,0,"AT","0",0,7,"Ui"
502,6,0,"AT","0",0,7,"OB"
503,6,0,"AT","0",0,7,"u"
504,6,0,"AT","0",0,7,"n"
505,6,0,"AT","0",0,7,"ao"
506,6,0,"AT","0",0,7,"n"
507,6,0,"AT","0",0,7,"bq"
508,6,0,"AT","0",0,7,"bd"
509,6,0,"AT","0",0,7,"Uj"
510,6,0,"AT","0",0,7,"OB"
511,6,0,"AT","0",0,7,"CREST PIZZfl 179 SRNTR ROSn,"
512,6,0,"AT","0",0,7,"BV LUILLIRMS BROS. 541-2285"
513,6,0,"AT","0",0,7,"mis Coupon"
514,6,0,"AT","0",0,7,"I"
515,6,0,"AT","0",0,7,"GOOD UNTIL OCT. 4."
516,6,0,"AT","0",0,7,"n"
517,6,0,"NA","0",0,7,30
518,6,0,"NA","0",0,7,30
519,6,0,"AT","0",0,7,"^ISJUJ 1S3UJ 1S3R3 1S3R3 1S3R3 1S3R3^"
520,6,0,"B","0",0,7,
521,7,0,"NA","0",0,0,"s. r —"
522,7,4,"HL","0",0,0,"^MELESS"
523,7,0,"PI","0",0,0,"Mustang Daily Tuesday, September 27.1988"
524,7,4,"ME","0",-1,0,"liom page 1"
525,7,4,"TXT","22",0,0,"t|at the safety and welfare of the neighborhood holds priority over tie needs of the homeless. But i3)w workers at City Hall are ^mplaining about the loitering fad use of bathroom facilities. jCity officials continue to jscuss possible solutions to the ])meless problem. The problems"
526,7,4,"TXT","23",0,0,"are said to continue regardless of the pick up and drop off location."
527,7,4,"TXT","24",0,0,"The problem is not lack of money or too few volunteers. The problem is locating an acceptable shelter for the homeless. Salvation Army representatives said they feel that their requests for property are rejected because no one wants the homeless next door."
528,7,0,"AT","0",0,1,"Help create the first 21st century company."
529,7,0,"AT","0",0,1,"Apple has always been a little ahead of its time. From the introduction of the hrst popular personal computer, to the first system to use graphic user interface, to the first desktop publishing s\^tem, our goal has alwa\s been the same: to change the world with computers"
530,7,0,"AT","0",0,1,"That goal results in a company that is ever\ bit as advanced as its products In many wa«, Apple is well on its way to becoming the first 21st centur\’ company in the Fortune 200."
531,7,0,"AT","0",0,1,"Vtliere the typical company emphasizes hierarchy, at Apple we stress networks. Instead of mandates coming down from the top. ideas percolate throughout the organization. We give our people unusual amounts of responsibility. Extraordinary tools to let them do their best work. And an eclectic envirofiment conducive to changing the world"
532,7,0,"AT","0",0,1,"Add to that unusual environment all of the resources a major corporation can pmvide. Sophisticated management Astute marketing. International distribution. And you have the elements of the first company of the next century; Apple"
533,7,0,"AT","0",0,1,"If you’re ready to lead the way beyond the year 2000, and you’re about to receive a degree in engineering or computer science, why not join a company as eager to see vv^at you can do as you are—Apple."
534,7,0,"AT","0",0,1,"Come hear our engineers and MIS managers talk about our future and vour future with"
535,7,0,"AT","0",0,1,"Wll be on Campus: Monday; October 3rd Staff Dining Room 7 pim. - 9 |km."
536,7,0,"AT","0",0,1,"TTie power to be your best."
537,7,0,"AT","0",0,1,"An equal opportunity employer"
538,7,0,"AT","0",0,1,"* IW Apple (>wipulff Inc Apple iitd the Apple lonn are fenisleted irademarfc. ai Apple Cnenpulrr Iik"
539,7,0,"OT","0",0,0,"ACCOUNTING CLUB"
540,7,0,"OT","0",0,0,"MEETING"
541,7,0,"OT","0",0,0,"TUES AT 11:00 RM 02-214"
542,7,0,"OT","0",0,0,"AHS"
543,7,0,"OT","0",0,0,"FIRST MEETING"
544,7,0,"OT","0",0,0,"TUESDAY SEPT. 27 5PM AERO HANGAR"
545,7,0,"OT","0",0,0,"AMERICAN MARKETING ASSOCIATION"
546,7,0,"OT","0",0,0,"★ ^ ^ ****"
547,7,0,"OT","0",0,0,"JOIN US FOR FREE FOOD,’ DRINKS, AND TONS OF FUN! A.M.A. MEMBERSHIP BBQ AT CUESTA PARK, FRI. SEPT. 30. 4:00 PM ■ ???"
548,7,0,"OT","0",0,0,"BICYCLE RIDERS"
549,7,0,"OT","0",0,0,"WHEELMEN CYCLING CLUB"
550,7,0,"OT","0",0,0,"is for youlmtn,road.leisure riding.Lots of fun.no hard rides in fall 1/4 MTG WED 9/28 DEXTER 227,7pm BE THERE"
551,7,0,"OT","0",0,0,"BOWLING LEAGUE STARTS WED. at 8pm. Laurel Bowl- exist is $45/quarter."
552,7,0,"OT","0",0,0,"Call to res. spot 543-7492/544-3230"
553,7,0,"OT","0",0,0,"^ CAL POLY CREW"
554,7,0,"OT","0",0,0,"Gen Mtg Wed 6-^m or Thurs.11-12 Fischer Science Room 286 ALL INTERESTED PLEASE ATTEND No experience nescessary"
555,7,0,"OT","0",0,0,""" chi EPSILON"
556,7,0,"OT","0",0,0,"Meeting for all members Thurs. 9/29 in 13-202 Certificates will be given out and REFRESHMENTS will be served!"
557,7,0,"OT","0",0,0,"CREW CLUB MFO MEETMG"
558,7,0,"OT","0",0,0,"ALL INTERESTED WELCOME NO EXPERIENCE NECESSARY"
559,7,0,"OT","0",0,0,"FISHER SCI 286"
560,7,0,"OT","0",0,0,"SEPT. 28 6-7PM AND SEPT 29 11-12PM"
561,7,0,"OT","0",0,0,"Doni put off until tomorrow,"
562,7,0,"OT","0",0,0,"what you can do TODAY! JOM AMAI"
563,7,0,"OT","0",0,0,"Meetings: Tues, 11:00 AM Arch"
564,7,0,"OT","0",0,0,"225. Guest Speaker today"
565,7,0,"OT","0",0,0,"Jay Hoey, a product manager from"
566,7,0,"OT","0",0,0,"Varian Aasociatea. Check it out!___"
567,7,0,"OT","0",0,0,"ENGMEERMO STUDENTS Get involved in Engineering Council. Apply in Dean's Office (bldg. 13) by October 3."
568,7,0,"OT","0",0,0,"GAY AND LESBIAN STUDENT UNION MEETMG FOB 24B TUESDAY 7PM."
569,7,0,"OT","0",0,0,"MECHA First Meeting WM Sept 28 at 6PM Sa North RM 206 REFRESHMENTS SERVED"
570,7,0,"OT","0",0,0,"POLO CLUB"
571,7,0,"OT","0",0,0,"WED.9/28 6:30 IN AG 111 LET'S GET STARTED ALL WELCOME"
572,7,0,"OT","0",0,0,"RECYCLMG CAN BE FUN! Campus Recyckno meetirio tonight at 7 00pm Rm E28 of the Science bldg, members encouraged to participate."
573,7,0,"OT","0",0,0,"SCE"
574,7,0,"OT","0",0,0,"1st MEETMG WED. SEP 28. 7 30pm GUEST SPEAKERS-DEAN LEE. ASCE. APWk. ITEiENGMEERMG 13 RM118"
575,7,0,"OT","0",0,0,"SKI CLUB MEETMGfl"
576,7,0,"OT","0",0,0,"WEDS.28lh 8:00pm Fiscber Science 288 New Membership & tailgates Winter Break And More'"
577,7,0,"OT","0",0,0,"Cut Looee. Eh!"
578,7,0,"OT","0",0,0,"THE ENTREPRENEUR'S ACE CLUB During Fafl Ouarter only.jom for free 543-8914 Mark B mlo_"
579,7,0,"OT","0",0,0,"VVATER SKIERS"
580,7,0,"OT","0",0,0,"You are invited to come check the Waterski Club & Intercollegiate team Meeting Wbd9/28 8C0 Sa Bldg 52-E27 ALL LEVELS WELCOME___________"
581,7,0,"OT","0",0,0,"WELCOME BACK GOLDEN KEY MEMBERS"
582,7,0,"OT","0",0,0,"Don't miss our 1st mtg.l!!"
583,7,0,"OT","0",0,0,"WED 9/28 in UU216 AT 5PM SHARP'"
584,7,0,"OT","0",0,0,"YOUNG"
585,7,0,"OT","0",0,0,"DEMOCRATS"
586,7,0,"OT","0",0,0,"First meeting Tues Sept 27 at 8PM Sa North Rm 213"
587,7,0,"OT","0",0,0,"BE MVOLVED WITH POLY ROYAL Executive board i^icatlons available in uu 209 due Oa 3"
