"Function Key: TXT = article text; HL = headline; BL = byline; PH = photo caption/information; ME = meta directives outside of an article; NA = unintelligible; NP = nameplate; PI = publication information; B = blank; AT = advertisement text; MH = masthead; BQT = block quote text; BQA = block quote attribution; CN = comic strip title; CT = comic strip text",,,,,,,
"LINE","PAGE # TEXT IS ON (1 for front page, 0 if unintelligable)","ARTICLE NUMBER (use 0 if outside of text of any article/letter)","FUNCTION (see key above)","PARAGRAPH NUMBER (start with the first content paragraph, 0 if not part of the main text)","JUMP (if line contains a ""jump to"" directive, it's the page target. If it's a ""jumped from"" directive then the negative (-) of the soure page. otherwise 0)","AD #. If line is part of advertisement, it is the number of the ad. Start from top left column. 0 otherwise.","SCANNED TEXT"
270,5,0,"PI",0,0,0,"Tuesday, May 19.1987 6"
271,0,0,"B",0,0,0,
272,5,12,"HL",0,0,0,"Pole vaulters highlight 11 Mustang national qualifiers"
273,5,12,"BL",0,0,0,"By Dan Ruthemeyer"
274,5,12,"BL",0,0,0,"Sports Editor"
275,5,12,"TXT",1,0,0,"For the better part of the past three months the men’s track team has done all it can to qualify competitors for the national championships. And now, the day before the championships begin at Cape Girardeau, Mo., 11 athletes have qualified."
276,5,12,"TXT",2,0,0,"The first to qualify in 1987 was freshman Steve Toney, who pole vaulted 16-1 in the first meet of the season at San Diego State. And, somewhat appropriately, it was pole vaulter Hans Florine who was the final qualifier at what is termed the Last Chance Meet at Cal State Los Angeles this past Sunday."
277,5,12,"TXT",3,0,0,"Florine’s qualification is appropriate in that it brings the number of pole vaulters who will compete in Cape Girardeau to four, which is not surprising considering the Mustangs have been deep in pole vaulting all season."
278,5,12,"TXT",4,0,0,"While Cal Poly has qualified 11 athletes, two — Dave Johnson and Brent Griffiths — have broken the NCAA Division 11 standards in two events."
279,5,12,"TXT",5,0,0,"Although they have each qualified for two races, Johnson and Griffiths will more than likely compete in only one, due to the number of races that must be held in each event."
280,5,12,"TXT",6,0,0,"Johnson, a senior hurdler, has qualified in both the highs and intermediates, although he is ex-"
281,5,12,"TXT",6,0,0,"pected to run only the intermediates."
282,5,12,"TXT",7,0,0,"Cal Poly coach Tom Henderson said the only way Johnson will run the high hurdle race is if he doesn’t have to go through preliminary heats before reaching the championships on Saturday."
283,5,12,"TXT",8,0,0,"“Our initial intent was not to run him (Johnson) in the highs,’’ said Henderson. “The whole emphasis this year has been on the intermediates with the intention of having him win it.’’"
284,5,12,"TXT",9,0,0,"As it stands, 10 runners nationwide have qualified for the 110-meter hurdle race, which makes it possible that preliminary heats will still have to be run."
285,5,12,"TXT",10,0,0,"Going into the meet, Johnson has the second fastest time nationwide in the intermediates and the eighth fastest in the highs. At the conference championships a week ago Johnson won both events."
286,5,12,"TXT",11,0,0,"Griffiths, meanwhile, has qualified in both the 1,500 and"
287,5,12,"TXT",11,0,0,"5,000-meter races, but will more than likely run only the longer of the two."
288,5,12,"TXT",12,0,0,"He has the second-fastest time in Division 11 at 5,000 meters and if he ran in both events, the two final races would be only one hour and 50 minutes apart."
289,5,12,"TXT",13,0,0,"Among the pole vaulters who qualified — Toney, Florine, Kevin Rankin and Steve Horvath — Horvath is the top ranked of the four."
290,5,0,"NA",0,0,0,"r"
291,5,0,"AT",0,0,3,"TACO 'BELL."
292,5,0,"AT",0,0,3,"RESTAURANT POSITIONS AVAILABLE"
293,5,0,"AT",0,0,3,"LOOKING FOR ENTHUSIASTIC STUDENTS. Full and part-time shifts available."
294,5,0,"AT",0,0,3,"$4.00 to $4.50 per hour to start,"
295,5,0,"AT",0,0,3,"depending on experience Flexible hours to fit your schedule."
296,5,0,"AT",0,0,3,"Apply In person: 297 Santa Rosa St., SLO"
297,5,12,"TXT",14,0,,"The sophomore vaulter cleared a height of \1-5Va two weeks ago at the Nick Carter Invitational in Santa Barbara and is ranked third in the nation in his event and is second on the all-time Cal Poly list."
298,5,12,"TXT",15,0,,"Rankin, meanwhile, qualified for nationals early in the season and has spent the past several weeks recovering from a hip injury he suffered at the West Coast Relays in Fresno the first week of April."
299,5,12,"TXT",16,0,,"“He’s fine and he’s been jumping very well,” said Henderson. “At the conference meet the pressure was on and everything that could have gone wrong did.”"
300,5,12,"TXT",17,0,,"At the conference meet in Nor-thridge, Rankin had a pole break and didn’t finish among the top six Cal Poly finishers."
301,5,12,"TXT",18,0,,"Despite the Mustangs’ great depth in pole vaulting, they will have to come up with some strong performances if they are to knock off the nation’s top two competitors, who both vault for top-ranked Abilene Christian."
302,5,12,"TXT",19,0,,"The Texas university has a tradition of turning out strong pole vaulters and has claimed the national champion in the event every year since 1982 when it joined DivisionTl."
303,5,12,"TXT",20,0,,"Among the other Cal Poly qualifiers are sprinter Erik Josephson, who is ranked fourth in the 200-meter event, Jeff Al-quist, who is ranked fourth in the"
304,5,12,"TXT",20,0,,"3,000-meter steeplechase and"
305,5,12,"PH",0,0,,"Men’s national qualifiers"
306,5,12,"PH",0,0,,"Dave Johnson"
307,5,12,"PH",0,0,,"n 400-meter hurdles n 110-meter hurdles"
308,5,12,"PH",0,0,,"Brent Griffiths"
309,5,12,"PH",0,0,,"1,500 meters"
310,5,12,"PH",0,0,,"5,000 meters"
311,5,12,"PH",0,0,,"Erik Josephson"
312,5,12,"PH",0,0,,"200 meters"
313,5,12,"PH",0,0,,"Mike Livingston"
314,5,12,"PH",0,0,,"n 10,000 meters"
315,5,12,"PH",0,0,,"Jeff Alquist"
316,5,12,"PH",0,0,,"n 3.000-meter steeplechase"
317,5,12,"PH",0,0,,"Steve Horvath"
318,5,12,"PH",0,0,,"Pole vault"
319,5,12,"PH",0,0,0,"Steve Toney"
320,5,12,"PH",0,0,0,"Pole vault"
321,5,12,"PH",0,0,0,"Kevin Rankin"
322,5,12,"PH",0,0,0,"Pole vault"
323,5,12,"PH",0,0,0,"Hans Florine"
324,5,12,"PH",0,0,0,"Pole vault"
325,5,12,"PH",0,0,0,"Brant Warren"
326,5,12,"PH",0,0,0,"Javelin"
327,5,12,"PH",0,0,0,"Anthony Mudy"
328,5,12,"PH",0,0,0,"High jump"
329,5,12,"TXT",20,0,0,"Mike Livingston, who has the fourth fastest time at 10,000 meters."
330,5,12,"TXT",21,0,0,"Josephson, who has steadily improved his times throughout the season, has a definite shot at picking up a national title, said Henderson."
331,5,12,"TXT",22,0,0,"“The sprints are very volatile so it’s a good shot for him there,” he said."
332,5,12,"TXT",23,0,0,"But, realizing the instability of the sprints, Josephson said, “When you get there it’s just another race.”"
333,5,12,"TXT",24,0,0,"With the exception of the four pole vaulters, the Mustangs have qualified two other field competitors."
334,5,12,"TXT",25,0,0,"Brant Warren will compete in the javelin with the second-best Division II mark this season."
335,5,12,"TXT",25,0,0,"while Anthony Mudy will compete in the high jump after qualifying Sunday at Los Angeles."
336,5,12,"TXT",26,0,0,"Mudy jumped 6-1 IVi in Los Angeles despite spending the early part of the season out of competition with an injury."
337,5,12,"TXT",27,0,0,"“That was a lot of time off and he’s a little behind,’’ said Henderson. “His height is OK, but his timing has been a little off.”"
338,5,12,"TXT",28,0,0,"The Mustangs placed 11th in the national meet last year with seven competitors, and with the increase in number of athletes and higher marks, Henderson is expecting even more this year."
339,5,12,"TXT",29,0,0,"“If everyone scores like they’re capable we have the potential to finish in the top five and maybe in the top three.”"
340,5,0,"NA",0,0,4,"a"
341,5,0,"AT",0,0,4,"The only full-service complex in town. One price pays it all. Check it out..."
342,5,0,"AT",0,0,4,"—All utilities paid (major)"
343,5,0,"AT",0,0,4,"—Great Food Service —Activities —Pool/Saunas —Maid Service —Concerned Management —Free unlimited Parking —Close to School"
344,5,0,"AT",0,0,4,"1050 Foothill Blvd., SLO 544-4540"
345,6,0,"PI",0,0,0,"Tuesday, May 19, 1987 Mustang Daily"
346,6,0,"SH",0,0,0,"NOTABLES"
347,6,0,"OT",0,0,0,"The University Union Galerie has received a $600 donation from artist Eugene Carson. The Russian-born artists, whose works were recently on display at the university, donated two checks — one directly to the Galerie and one earmarked for the Galerie through the Cal Poly Center for the Arts."
348,6,0,"OT",0,0,0,"Steve Likins of Associated General Contractors, the construction management club, placed fifth in a speech contest in the annual Mid-Pac Conference"
349,6,0,"NA",0,0,0,"(gam"
350,6,0,"OT",0,0,0,"hosted by Sacramento State at Lake Natoma,"
351,6,0,"OT",0,0,0,"The club’s balsa wood bridge held 1,175 pounds to place third in the bridge contest. The men’s team of Chris Souder, Kevin Horst, Lee Sehon and Mike Hicks had the fastest time in the"
352,6,0,"OT",0,0,0,"1,000-meter canoe race which qualified the team for the finals against UC Berkeley and Chico State. The canoe was made of glass fiber-reinforced concrete. But just after the start of the final race, Sehon’s paddle broke and there were no spares in the canoe. Hicks said plans are being made to get new paddles for next year’s race."
353,6,0,"OT",0,0,0,"? Keith Kaste and Constantine Karnazes each won $500 in a student research competition"
354,6,0,"NA",0,0,0,","
355,6,0,"NA",0,0,0,"¦Ét ^"
356,6,0,"NA",0,0,0,"4isi(g"
357,6,0,"AT",0,0,1,"At"
358,6,0,"AT",0,0,1,"OLD’S"
359,6,0,"AT",0,0,1,"Gym"
360,6,0,"AT",0,0,1,"541-1951"
361,6,0,"AT",0,0,1,"Call for other specials"
362,6,0,"AT",0,0,1,"V"
363,6,0,"OT",0,0,0,"sponsored by the California State University. The contest drew 118 entries from all 19 CSU campuses. Cal Poly was the only campus with more than one winner."
364,6,0,"OT",0,0,0,"Kaste, a graduating senior in engineering, won for his design of a cooling system for the NASA-Ames Moffett Field Mach 14 wind tunnel nozzle. Kaste was sponsored by Ron Mullisen of Cal Poly’s mechanical engineering faculty."
365,6,0,"OT",0,0,0,"Karnazes, a senior in food science and nutrition, won for a computer program he wrote to compute and grade the nutritional content of breakfast cereals. His faculty sponsor was Kris Morey of the food science and nutrition department."
366,6,0,"OT",0,0,0,"Contributions for Notables must be received by noon Friday."
367,6,0,"AT",0,0,1,"9 month"
368,6,0,"AT",0,0,1,"STUDENT"
369,6,0,"AT",0,0,1,"SPECIAL"
370,6,0,"AT",0,0,1,"Play how pay later"
371,6,0,"AT",0,0,1,"$75.00 down $25.00 per month"
372,6,0,"AT",0,0,1,"Memberships and payments can start in September."
373,6,0,"AT",0,0,1,"9 Month Special"
374,6,0,"AT",0,0,1,"$149.00 Payed in full (Freeze over summer)"
375,6,0,"AT",0,0,1,"Aerobics"
376,6,0,"AT",0,0,1,"Advanced,"
377,6,0,"AT",0,0,1,"Low impact & abdominai classes offered"
378,6,0,"AT",0,0,1,"42 classes per week"
379,6,0,"AT",0,0,1,"personalized programs available ^"
380,6,0,"AT",0,0,1,"expires June 15,1987"
381,6,0,"AT",0,0,2,"ElGonoJ^t^BookstDie"
382,6,0,"AT",0,0,2,"summer promotion"
383,6,0,"AT",0,0,2,"May 11 -22 . prepare yourself for the upcoming hot days!"
384,6,1,"ME",0,-1,0,"DRIVE-IN"
385,6,1,"ME",0,-1,0,"From page 1"
386,6,1,"TXT",11,0,0,"That’s why there are numbers on every ticket, so we can account for everyone who comes in.”"
387,6,1,"TXT",12,0,0,"Rodkey said his father first opened the Sunset Drive-In in 1950. He remembers it was raining heavily outside the night it opened, and they had it filled, with a line all the way from the box office to Higuera Street."
388,6,1,"TXT",13,0,0,"‘‘There used to be a time when owning a drive-in was fun, but not anymore” Rodkey said. ‘‘If it wasn’t for the swap meet here on Sunday, I probably wouldn’t be in business. People just don’t come out to the drive-in like they used to.”"
389,6,1,"TXT",14,0,0,"Rodkey said he has been associated with movies since he"
390,6,1,"TXT",14,0,0,"was 8 years old. ‘‘My parents owned the Fair Oaks Theater in Arroyo Grande for many years. I got to see a lot of the projection.”"
391,6,1,"TXT",15,0,0,"Rodkey was the first manager to open Festival Cinemas, and currently helps manage Mission Cinemas."
392,6,1,"TXT",16,0,0,"‘‘I’ve been associated with just about every movie theater in this area,” he said. ‘‘If there is anything 1 don’t know I’d be surprised,” he joked."
393,6,1,"TXT",17,0,0,"Despite the decline of the drive-in, Rodkey said he hopes to keep his doors open. ‘‘I’d hate to see the day when the drive-in doesn’t exist. It will be a sad day when the drive-in is no longer a part of American life.”"
394,0,0,"B",0,0,0,
395,6,0,"AT",0,0,3,"MIICTIVI"
396,6,0,"AT",0,0,3,"aniiiiKi"
397,6,0,"AT",0,0,3,"IMKMKM"
398,6,0,"AT",0,0,3,"kinko*!'"
399,6,0,"AT",0,0,3,"543-0771"
400,6,0,"AT",0,0,4,"€lisiiii|iagiie"
401,6,0,"AT",0,0,4,"lliiiiiei*"
402,6,0,"AT",0,0,4,"Celebrate those last weeks at school with your friends"
403,6,0,"AT",0,0,4,"All the champagne you can handle with any dinner."
404,6,0,"AT",0,0,4,"Tueday Nights 5:30- 9:OOpm"
405,6,0,"AT",0,0,4,"must be 21 years or older"
406,6,0,"AT",0,0,4,"Wine Street Inn"
407,6,0,"AT",0,0,4,"In the celler of The Network"
408,6,0,"AT",0,0,4,"543-4488"
409,6,0,"AT",0,0,5,"ThisWeek!"
410,6,0,"AT",0,0,5,"CAL POLY SAN LUIS OBISPO ASI FILMS COMMITTEE"
411,6,0,"AT",0,0,5,"IN ASSOCUTION WITH"
412,0,0,"AT",0,0,0,"€ 1,986"
413,6,0,"AT",0,0,5,"Date: May 20, 1987 Time: 7:00 p.m. & 9:00 p.m."
414,6,0,"AT",0,0,5,"Place: Chumash Auditorium"
415,6,0,"AT",0,0,5,"General Motors..7sharing your future”"
416,6,0,"AT",0,0,6,"Quality Living For Students"
417,6,0,"AT",0,0,6,"Studios, One Bedroom or 2 Bedroom"
418,6,0,"AT",0,0,6,"Completely Furnished or Unfurnished Large Private Patios and Balconies Reserved Private Parking Free Cable TV"
419,6,0,"AT",0,0,6,"Within Easy Walking Distance to Cal Poly"
420,6,0,"AT",0,0,6,"^AL«MAR"
421,6,0,"AT",0,0,6,"APARTMENTS"
422,6,0,"AT",0,0,6,"For best choice reserve now for Fall Very reasonable Summer rates • Unique storage option plan available"
423,6,0,"AT",0,0,6,"1230 Murray St., SLO (805)543-5224 or 543-9119"
424,7,0,"NA",0,0,0,"ae .»p ¦ I"
425,7,0,"PI",0,0,0,"Mustang Daily Tuesday, May 19.1987 7"
426,7,13,"HL",0,0,0,"Poll shows California wants less smoking"
427,7,13,"TXT",1,0,0,"SAN FRANCISCO (AP) — Despite some of the toughest anti-smoking laws in the nation, residents want even stronger restrictions on smokers, according to a California Poll published Monday."
428,7,13,"TXT",2,0,0,"The poll found that most nonsmoking state residents are bothered when someone lights up. Whether they smoke or not, half of the people polled who live in California want smoking prohibited in airplanes."
429,0,0,"B",0,0,0,
430,7,13,"TXT",3,0,0,"Large majorities favored restrictions on smoking in workplaces, hotels, restaurants and government buildings."
431,7,13,"TXT",4,0,0,"“All of this is consistent with what we have said for years,” said Mark Pertschuk, executive director of the Berkeley-based Americans for Non-Smokers Rights."
432,7,13,"TXT",5,0,0,"“The vast majority of people in California and the U.S. support limiting or completely eliminating smoking in places"
433,7,13,"TXT",5,0,0,"where people come together in enclosed places,” Pertschuk said."
434,7,13,"TXT",6,0,0,"However, a different view was taken by Walker Merryman, vice president of the Washington-based Tobacco Institute, a major advocate of smokers’ rights."
435,7,13,"TXT",7,0,0,"“I have to wonder if there is real sentiment for any further government intrusion or if smokers and nonsmokers are simply expressing their preferences without endorsing any further government action” to pro-"
436,7,13,"TXT",7,0,0,"hibit smoking, Merryman said."
437,7,13,"TXT",8,0,0,"One of the first and toughest anti-smoking ordinances in California was passed in San Francisco in 1983."
438,7,13,"TXT",9,0,0,"The poll, which was conducted April 3 through April 10 and has a projected error margin of 3.3 percent, found that 70 percent of those polled favored the designation of special smoking areas at work. Another 22 percent said smoking should be prohibited in the work place."
439,7,0,"AT",0,0,1,"AMERICAN MARKETING ASSOCIATION"
440,7,0,"AT",0,0,1,"Speaker: Freeman Gosden, President Smith, Hemmings & Gosden Co. The iargest direct marketing firm 5/19 Arch. Bidg Rm 225 AMA Luau 5/30"
441,7,0,"AT",0,0,1,"CAL POLY TEACHERS' SOCIETY"
442,7,0,"AT",0,0,1,"Come one come all get involved! club officer nominations tonight & Info on end of the year banquet 6-7pm BA&E Rm208"
443,7,0,"AT",0,0,1,"CREW BANQUET"
444,7,0,"AT",0,0,1,"All rowers,ex-rowers, & friends May 22 6pm-2am Contact Judy 544-9292"
445,7,0,"AT",0,0,1,"FINANCIAL MANAGEMENT ASSN"
446,7,0,"AT",0,0,1,"SPEAKER STEPHEN NUKES TUES 11AM BA&E 206"
447,7,0,"AT",0,0,1,"Rec Admin majors. Last RAM Club Meeting May 21,11:00 Rm E-47"
448,7,0,"AT",0,0,1,"SHPE"
449,7,0,"AT",0,0,1,"Meeting: Thursday 6:00pm MEP Last update on THE BANQUET!!!"
450,7,0,"AT",0,0,1,"SOCIETY OF WOMEN ENGINEERS SPEAKER:SHARON SALIGMAN FROM HP. *‘3 MISTAKES ENG. SHOULDN'T MAKE“ TONIGHT,GRC-304.6pm"
451,7,0,"AT",0,0,1,"SOCIETY OF WOMEN ENGINEERS"
452,7,0,"AT",0,0,1,"SPEAKER FROM HP:NOMIATIONS FOR NEXT YEARS OFFICERS,Refreshments and more. Tuesday, GRC-304.6pm"
453,7,0,"AT",0,0,1,"SOCIETY OF AUTOMOTIVE ENINEERS"
454,7,0,"AT",0,0,1,"MEETING TUES MAY 19 AT 7:00 SPEAKER: DR. OZAWA - ELECTIONS ANYONE IS WELCOME ROOM 13-110"
455,7,0,"AT",0,0,1,"PRESENTED BY GM & ASI FILMS BLACK MOON RISING WED AT 7 & 9"
456,7,0,"AT",0,0,1,"AUTOGRAPH SIGNING MAY 6TH-3 TO 4PM - EL CORRAL YOUR INVITED TO MEET OCTAVIA BUTLER"
457,7,0,"AT",0,0,1,"ACCLAIMED SCI FI NOVELEST-HUGO & NEBULA AWARD WINNER-WITH HER NEW NOVEL “DAWN“ PUB BY WARNER BOOKS-AVAILABLE FOR SIGNING & PURCHASE AT A SPECIAL 20% OFF REGULAR PRICE-SEE YOU THERE"
458,7,0,"AT",0,0,1,"CAL POLY DANCE TEAM AUDITIONS"
459,7,0,"AT",0,0,1,"INFO MEETING 5-26 5PM CHUMASH"
460,7,0,"AT",0,0,1,"DRY RUN SUN MAY 24 RUN DRY"
461,7,0,"AT",0,0,1,"REGISTER 10-2 UU PLAZA TODAY AWARDS T-SHIRTS MUGS PRIZES"
462,7,0,"AT",0,0,1,"OUTDOOR EQUIPMENT AUCTION Come to the Excape Route and bid May 18-May 22 until 3:00pm Highest bidder will be contacted by the following Tuesday. Sponsored by ASI OUTINGS UU Rm112"
463,7,0,"AT",0,0,1,"Tau Beta Pi"
464,7,0,"AT",0,0,1,"Fun, excitement, opportunity & special presentation 5/19/87 6pm Scl BIgu. North Rm202"
465,7,0,"AT",0,0,1,"TESTING FOR AIDS VIRUS ANTIBODIES"
466,7,0,"AT",0,0,1,"is available at the Health Center for Cal Poly students at a cost of $9. Testing is also available at he SLO Co. Health Dept, free of charge"
467,7,0,"AT",0,0,1,"VIDEO CONCERT-TUESDAY MAY 19 7-9PM UU BISHOPS LOUNGE STEVE TAYLOR & MICHAEL W SMITH"
468,7,0,"AT",0,0,1,"FIND YOUR FUTURE ONE VISIT WITH PSYCHIC CONSULTANT SHERRY AND YOU CAN FIND A WHOLE NEW OUTLOOK ON LIFE. SPECIAL PSYCHIC READING $10 543-0963"
469,7,0,"AT",0,0,1,"KIRK MANSFIELD HAPPY 20TH BIRTHDAY! LOVE, TRACI"
470,7,0,"AT",0,0,1,"Lay back this summer in a beach chair from Brazil, sandals by COOL FEET or SENSI. Cruze in a JIMMY-Z bikini and after beach outfit. The SEA BARN AVILA BEACH.We’re cookin."
471,7,0,"AT",0,0,1,"MY DEAR CHRIS SICHEL WITH EYES OF BLUE I AM SO HAPPY TO BE TOGETHER AND I LOVEYOU!"
472,7,0,"AT",0,0,1,"VIDEO GAME TOURNAMENT"
473,7,0,"AT",0,0,1,"May 18-22 in UU Games Area. High score on “Defender"" wins 4 free video rentals. Sign up at Rec Sports Office, UU118. 546-1366."
474,7,0,"AT",0,0,1,"CASH REWARD!"
475,7,0,"AT",0,0,1,"For return of Olympus Infinity 35mm Camera Stolen 5/2 on Tigers Folly at Sigma Safari Bash. Call 544-7724 PLEASE-I'M BUMMIN!"
476,7,0,"AT",0,0,1,"HEY POLLY,"
477,7,0,"AT",0,0,1,"Have an awesome week! Hang in there—cause we’re COLORADO BOUND!"
478,7,0,"AT",0,0,1,"Love Ya, Your Big Sis"
479,7,0,"AT",0,0,1,"Is my Sigma Chi III sis DANA WILSON the best lei sis in the world? YESI I! Congratulations on yours initiation Dana! ! LOVE, YOUR BIG BRO"
480,7,0,"AT",0,0,1,"Kirk Mansfield"
481,7,0,"AT",0,0,1,"Man of the 80’s! Happy 20th!"
482,7,0,"AT",0,0,1,"Rage forme!!"
483,7,0,"AT",0,0,1,"XXOO Alicia"
484,7,0,"AT",0,0,1,"LAMBDA CHI ALPHA"
485,7,0,"AT",0,0,1,"CONGRATULATES BROTHERS STEVE BLAIR AND TYLER HAMMOND ON THEIR ASI EXECUTIVE STAFF POSITIONS-ZSCHAU!!!"
486,7,0,"AT",0,0,1,"Lance Brown,"
487,7,0,"AT",0,0,1,"London has everything, except what I want the most-you Love Ruth"
488,7,0,"AT",0,0,1,"ORDER OF OMEGA: Tue 5/19,7PM, Bldg 14-257.lmportant-so be there!"
489,7,0,"AT",0,0,1,"Attention fun-atics of all kinds: POLYGON V"
490,7,0,"AT",0,0,1,"the Central Coast’s only fantasy and wargaming convention will be held on campus, June 19-21. Call Rob for details at 544-8646."
491,7,0,"AT",0,0,1,"LOST SOCCER BALL CLUB UMBRO"
492,7,0,"AT",0,0,1,"Sentimental valve call 544-5217"
493,7,0,"AT",0,0,1,"LOST: TWO BOOBS CALL KRISTINE"
494,7,0,"AT",0,0,1,"REWARD • For the return of Huffy woman’s bike. BIk w/ gold rims stolen 5/9. Call 544-2638"
495,7,0,"AT",0,0,1,"GRAD TICKETS--$10- CASH EACH free home pickup call JOHN 549-9119"
496,7,0,"AT",0,0,1,"Graduation Ticket Needed-One Will Pay $ Laura 546-8970"
497,7,0,"AT",0,0,1,"HELP!! I need 6 Grad tickets will pay cash$$$ CALL CARI 546-9047eve"
498,7,0,"AT",0,0,1,"HELP!!!!!"
499,7,0,"AT",0,0,1,"My entire family is coming from France to watch me graduate! I need 6 tickets! CALL ME 541-8366"
500,7,0,"AT",0,0,1,"I NEED GRAD TICKETS! AND I’M WILLING TO PAY! IF YOU CAN HELP, PLEASE CALL 541-1772!"
501,7,0,"AT",0,0,1,"NEED 2 GRADUATION TICKETS! $$$"
502,7,0,"AT",0,0,1,"Call ken 543-3525"
503,7,0,"AT",0,0,1,"TICKETS"
504,7,0,"AT",0,0,1,"My wife. My parents and my eleven children want to see me graduate. Get rich. Call Sherwin 546-8392"
505,7,0,"AT",0,0,1,"FREE PREGNANCY TEST, COUNSELING, REFERRALS, HELP. ALPHA 541-3367"
506,7,0,"AT",0,0,1,"A-1 Professional Word Processing by SUPERSEC. Campus P/U. Call Madolyn at 466-1484 eves."
507,7,0,"AT",0,0,1,"EXPERIENCED CAL POLY CLOSE TO CAMPUS 543-0550"
508,7,0,"AT",0,0,1,"TYPIST"
509,7,0,"AT",0,0,1,"FAST SERVICE-EXPERIENCED TYPIST SENIOR PROJECTS $1.50 PAGE 541-0168,543-4000 MESS. CHRIS"
510,7,0,"AT",0,0,1,"FOR ALL YOUR TYPING NEEDS, CALL BONNIE 543-0520 EVES."
511,7,0,"AT",0,0,1,"For typing you can trust, call susie at 528-7805. Jhanks!"
512,7,0,"AT",0,0,1,"DUALITY WORD PROCESSING Fast/Cheap Revisions Spell Check Computer Education Svcs. 528-5049"
513,7,0,"AT",0,0,1,"R&R WORD PROCESSING AND TYPING (Rona), laser printer w/ lOOplus fonts, student rates, 9am-6pm, M-Sat, 544-2591"
514,7,0,"AT",0,0,1,"Resumes, paper projects, wordprocessing done in South Cty. Consha’s office Supply. PIsmo Beach 773-5851 or 489-3724 eve."
515,7,0,"AT",0,0,1,"Wordprocessing. Campus & 5-cities p.u. $1.50/pg. 481-1011 after 5"
516,7,0,"AT",0,0,1,"ALAMO SELF-STORAGE SPRING SALE $10.00 off 1st mths rent any size unit. Call Tony or Mellie at 541-1433 or drop by 645 Tank Farm Rd."
517,7,0,"AT",0,0,1,"Building, Landscape maintenance help needed full or part time. Apply at One Mustang Dr. SLO or Call 543-4950"
518,7,0,"AT",0,0,1,"CLERICAL ASST - Food Service Student wanted 10-20 hours/week -flexible schedule. Typing & ten key skills required. Word processing preferred. Starting %au $3.95/hour. Call Mike Voth at 546-1175."
519,7,0,"AT",0,0,1,"DAY CAMP STAFF: Counselors, Swim and riding staff needed in E. Bay Area Call or write ROUGHING IT BOX 1266 Orinda Ca 94563 (415)283-3795"
520,7,0,"AT",0,0,1,"IN 10TO12HRS/WKYOUCAN EARN FROM YOUR HOME $400-$1200 ...INTERESTED? GAYLE 438-3932"
521,7,0,"AT",0,0,1,"Interested in a paid summer internship in SLO? The SLO California Conservation Corps will be interviewing at the placement center on May 2 for Graphic Artist, Counselor, Recreation and Project Assistant Interns. Contact the placement center now!"
522,7,0,"AT",0,0,1,"JOBS AVAILABLE"
523,7,0,"AT",0,0,1,"FOR 1987-88 ACADEMIC YEAR Promotions & Graphics Coordinator Intramural Sports Coordinator $4.70-$5.20 per hour. 20hrs/week Apply at Rec Sports Office, UU118"
524,7,0,"AT",0,0,1,"Lifeguard/CIty of Morro Bay has 3 lifeguard positions for 1987 Summer Season pick up Application/City of M.B. Personal 505 Harbor St. M.B. 772-1214 Closing date 5-15-87."
525,7,0,"AT",0,0,1,"LOOKiNG FOFtHE PER^CT SMR JOB PART-TIME SALES & KITE FLYING.IN SAN SIMEON MUST LIKE PEOPLE AND PERFORMING SALARY&PVT RM&BTH IN NEW HSE IN CAYUCOS.CId be YR Rnd for Rt person CALL 927-5483 days"
526,7,0,"AT",0,0,1,"SUMMER JOBS:"
527,7,0,"AT",0,0,1,"Fine High Sierra Family Camp seeks live in counselors (19-up) to TEACH:Ridlng (3 positions). Folk Guitar, Archery, Riflery, Canoeing, Crafts, Pre-School, Waterskiing, ALSO NEED: Horse Care/Groom, Dishwashers, & Reaort Workers. 800-227-9900"
528,7,0,"AT",0,0,1,"2 FEMALES to share living quarters & work at resort for summer near San Simeon Wages plus housing Call 9274502 Ragged Point Inn"
529,7,0,"AT",0,0,1,"WINDSURFER, 12Ft. Stock board, complete, $300. Kathy 541-0394"
530,7,0,"AT",0,0,1,"PUCH Moped 1978 MaxiSport Fun/Cheap summer transportation Runs great $275obo Glenn 541-1896"
531,7,0,"AT",0,0,1,"’83 GPZ550 GOOD CONDITION-HEADER, TANK BAG, METZLERS,"
532,7,0,"AT",0,0,1,"PRKNG PMT. $1350 B.O. 544-4051"
533,7,0,"AT",0,0,1,"lOsp BIKE $50 3sp BIKE $25 CALL Steve 546-2525"
534,7,0,"AT",0,0,1,"Datsun B210 76 RUNS 6000 $375 544-6872 EVES."
535,7,0,"AT",0,0,1,"1980 VW RABBIT DIESEL $2100 4Dr,AC,Cruise,New Cyl. head 76,000mi Call 541-4174"
536,7,0,"AT",0,0,1,"76 BMW 2002 Sunroof, a.c., sheepskins automatic, Blaupunkt 2,8(X} 466-4827"
537,7,0,"AT",0,0,1,"FM TO SHARE ROOM SUM QTR-CABLE W/D POOL-CLOSE TO POLY $160/no CALL HEIDE 543-3981 OR 541-3842"
538,7,0,"AT",0,0,1,"M/F OWN ROOM OR 2M/2F TO SHARE Large room in clean apt near poly 260/1 or 360/2 w/xtras 541-6210"
539,7,0,"AT",0,0,1,"Need F to share rm in large, furn 2 bdrm townhouse. Close to Poly 240/mo year lease Lisa 546-4292"
540,7,0,"AT",0,0,1,"Need 2 Female Roommates to share duplex near school call 546-8036"
